标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
天河区吃街 珍珠铺位,天河,体育西路,商业街店铺?1层,体育西横街商铺,44.85,750.0,32100.0,"""道路""",113.33126172530435,23.134587483264736,113.33780495675819,23.14027857452509
天河区独栋商铺1.2万方 有餐饮功能带外摆位和停车位 笋,天河,天河智慧城,写字楼配套,天河区-广州市天河区,12000.0,20000.0,108600.0,"""区县""",113.36850942427998,23.13035783510465,113.37499524166586,23.13632732049535
急套现（买断产权）番禺永旺梦乐城 星巴克收租1万5,番禺,市桥北,商业街店铺?1层,永旺梦乐城(番禺)商铺,40.0,98.0,45000.0,"""购物""",113.39451348234367,22.943332850405186,113.40096589293427,22.949662820199433
6厘 大型成熟社区一线街铺48方 售500万带餐饮功能,天河,龙口东,临街门面?1层,天润路商铺,48.7,500.0,122800.0,"""道路""",113.3457790609852,23.149019763660687,113.35233469697035,23.154692998744897
明火餐饮铺334方 大型成熟社区 售1300万门前有大停车场,海珠,赤岗,临街门面?1层,信步闲庭(海珠)商铺,334.0,1300.0,87300.0,"""地产小区""",113.34143943689849,23.09464638011799,113.34801394540388,23.100308425710069
小独栋 珠江金融城 一线临江 还价即成 各付各税,天河,科韵路,临街门面,保利鱼珠港(商业),608.0,3000.0,100000.0,"""地产小区""",113.42398796408294,23.109123973698833,113.43045748895475,23.115227491737945
超实用一楼复式商铺出。可做淘宝办公、甚至住宅,白云,同德围,社区底商?1层,广东省广州市白云区同景东街8号,55.0,118.0,2.15,"""门址""",113.24410848407729,23.17210229500226,113.25064119168741,23.178001522818695
(年初笋铺!)45万买断华师地铁口临街旺铺 带租(茶理宜世),天河,龙口东,商业街店铺?1层,华南师范大学教师新村商铺,35.0,45.8,26000.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
年底急出！越秀中华广场（产权出售丨星巴克 23.8w）租三万,越秀,解放中路,商业街店铺?1层,中华广场(商业),20.0,23.8,125300.0,"""购物""",113.28904495957137,23.13233400852238,113.29546375080584,23.138632496815338
海珠区盈丰路七字位明火商铺185方出售,海珠,南洲,社区底商?1层,盈丰路商铺,185.0,1800.0,42200.0,"""道路""",113.30799938548674,23.075011783200734,113.31451107409809,23.081051180300876
（广州南站!三地铁，双门面）不动产权证可过户 价6万人流量大,番禺,市桥北,商业街店铺?1层,广州南站(商业),20.0,6.0,56200.0,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
业主低价卖铺回老家 东圃大马路笋铺产权包过户 ！！,天河,东圃,临街门面?1层,东圃大马路商铺,24.0,16.0,47900.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
海珠区敦和路独栋酒店红线内送50个停车位赠送2000方,海珠,下渡路,临街门面,墩和路商铺,2700.0,6000.0,34500.0,"""道路""",113.31768136718537,23.09868660622941,113.32420983892173,23.10455380969877
市中心独栋16层 年租金1400万 稀有资源 买少见少 急售,越秀,解放南,临街门面?1层,解放南路商铺,12000.0,20000.0,67900.0,"""道路""",113.26946254085046,23.121082114719724,113.275885971627,23.127367928243204
独栋江景物业 如意坊地铁站旁 一线江景 少有放卖  急售,荔湾,西关,其他?1层,如意坊商铺,1000.0,1500.0,17400.0,"""餐饮""",113.23416585903503,23.390909608949096,113.24070862296063,23.396657290324965
广州南站丨人流产权铺 总价62万！星巴克 月租2万,番禺,南站,商业街店铺?1层,广州南站(商业),30.0,62.0,20000.0,"""NoClass""",113.2811775999176,23.137089166749928,113.28759005910776,23.143424634615735
(捡漏巨笋旺铺)岗顶站a出口 市中心人流密集地 月稳收1万4,天河,岗顶,购物百货中心?1层,天娱广场(商业),10.0,6.8,48000.0,"""购物""",113.34650462234538,23.14122912447145,113.35305375274989,23.146905287607784
(首付五成买断 万达旺铺)业主急售 租金稳定 带租(星巴克),黄埔,南岗,购物百货中心?1层,南岗万达广场,25.0,41.0,45800.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
买它！现租2万（客村地铁口.星巴克旺铺）58.8万包红本过户,海珠,客村,临街门面?1层,珠影星光城,25.0,58.8,12500.0,"""购物""",113.32781106435002,23.10038402134659,113.33436633010102,23.106110878973664
真实买断产权过户!南岗万达金街靓铺 现已出租 即买即收,黄埔,南岗,商业街店铺?1层,南岗万达广场,30.0,50.0,153100.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
番禺市桥商圈 独栋7层 明火餐饮功能 私家电梯 酒店 旅馆,番禺,桥南,临街门面?1层,市桥大南路商铺,1500.0,2500.0,61600.0,"""商圈""",113.37243219570459,22.94606519666487,113.37894264084625,22.952112276941958
(同学委托出售越秀老神铺)区庄地铁口 即买即收 租金稳定,越秀,公园前,临街门面?1层,区庄社区商铺,20.0,35.0,55300.0,"""村庄""",113.30172975201248,23.14206073932223,113.30818480281649,23.148200140628267
（业主直售）东圃大马路（一点点）人流聚集地 带租约 买断产权,天河,长湴,社区底商?1层,东圃大马路商铺,20.0,235.0,119700.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
天河区临街超笋铺(益禾堂)一口价26万买断产权过户月租1万4,天河,东圃,商业街店铺?1层,东圃大马路商铺,18.0,26.0,89900.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
萝岗万达！临街产权旺铺带（一点点）租约12万8买断独立红本,黄埔,萝岗,购物百货中心?1层,萝岗万达广场(商业),18.0,12.8,57500.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
市场收租6厘 天河区奥体商圈 单价4万一方 1万户超大型旺铺,天河,小新塘,社区底商?1层,保利天汇(商业),50.0,200.0,139200.0,"""地产小区""",113.38674322951548,23.108380902345965,113.39318161854723,23.114640657597144
新塘万达广场！（书亦）捡漏价一口价10万 真实在售 手慢无！,增城,荔城富鹏,临街门面?1层,新塘万达广场,17.0,10.0,46000.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
车水马龙临街商铺赠送约50平米大平台,白云,金沙洲,临街门面?1-2层,金御苑-北区,206.0,589.0,2.86,"""地产小区""",113.2081909959004,23.15414099726733,113.214741680074,23.1598630423646
急售 （一口价78万全包）花都融创茂 喜茶店 .旺铺带租约,花都,新区,购物百货中心?1层,融创茂,30.0,78.0,25200.0,"""购物""",113.23968666503643,23.432490310321727,113.24624222650445,23.438319665274109
笋!淘金路商业中心地段临街产权铺(一点点)12万买断包过户,越秀,淘金,商业街店铺?1层,建设六马路商铺,18.0,12.8,55000.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
临街旺铺 带超市租约社区底铺,天河,棠东,商业街店铺?1层,天健汇(商业),112.0,360.0,32000.0,"""NoClass""",113.40233197417774,23.14494003043021,113.40874915589149,23.15127486747181
番禺市桥沙溪大道银行租户年收租150万低价出售5字头每平方,番禺,星河湾,社区底商?1层,珠江花园沙溪大道商铺,370.0,2035.0,34800.0,"""地产小区""",113.35112119402074,23.037897547523519,113.35767676404304,23.04361309804549
体育西路 网红店！正佳傍（临街产权199万丨租3万）,天河,体育西路,商业街店铺?1层,天河南一路商铺,20.0,199.0,29200.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
出售3房1厅近地铁龙归B出口500米,白云,龙归,其他?10层,南谊大厦,85.0,48.0,5647.06,"""商务大厦""",113.26321723887922,23.173306815541033,113.26968545067112,23.179526214380254
海珠区工业大道中地铁口金碧花园底商月收入26万低售4800万,海珠,江燕路,社区底商?1层,工业大道中商铺,563.0,4800.0,40000.0,"""道路""",113.18289291613675,23.37265734337801,113.18934802394655,23.378776796567786
越秀区一德路独栋明火物业国际知名品牌租客稳定收租15年,越秀,一德路,临街门面,一德路商铺,878.0,2500.0,12000.0,"""道路""",113.26610392117694,23.119392725497563,113.2725354754527,23.125643079525696
出售白云太和激光切割加工厂,白云,太和,其他?1-2层,头陂村,400.0,6.0,150.0,"""村庄""",113.40017864604049,23.313971000350855,113.40662787500362,23.320315126780643
年收租42万 7厘收租 东华西路商圈 业主资金周转 少有放卖,越秀,越秀南,临街门面?1层,东华西路商铺,100.0,700.0,30000.0,"""道路""",113.28851163559028,23.128382878538316,113.29492950177914,23.13468556061748
越秀区公园前北京路地铁站独栋年租480万回曝7哩,越秀,北京路,临街门面,北京路,166.75,6500.0,80000.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
越秀区公园前地铁站北京路步行街圆弧7字位超7米广告位,越秀,北京路,临街门面?1层,惠福东路商铺,58.0,2200.0,41300.0,"""道路""",113.2731019232161,23.127219825568998,113.27951762917931,23.133533760848214
18万月收租 2000方使用 独栋可明火物业 海珠区昌岗中路,海珠,昌岗,临街门面,兰亭熙园商铺,1310.0,3400.0,35000.0,"""地产小区""",113.28006432989943,23.092113727713277,113.28650291749621,23.098455168984978
体育西路地铁口旁39方连锁小吃店月租40800卖900万,天河,体育中心,临街门面?1层,体育西路商铺,39.0,900.0,156100.0,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
越秀德政路 农讲所地铁口旁 临街铺 年收租50万售1000万,越秀,农讲所,临街门面?1层,德政中路商铺,105.66,1000.0,48500.0,"""道路""",113.2818257273428,23.129749814167849,113.28823706038352,23.136084107168146
(年初笋铺!)45万买断华师地铁口临街旺铺 带租(茶理宜世),天河,龙口东,商业街店铺?1层,华南师范大学教师新村商铺,35.0,45.8,36700.0,"""教育""",113.57541388656108,23.309277385976487,113.58200138514563,23.31495045384623
年底急出！越秀中华广场（产权出售丨星巴克 23.8w）租三万,越秀,解放中路,商业街店铺?1层,中华广场(商业),20.0,23.8,28900.0,"""购物""",113.28904495957137,23.13233400852238,113.29546375080584,23.138632496815338
（不动产过户）粤垦路商业街笋铺 现经营一点点 月租18200,天河,燕塘,商业街店铺?1层,粤垦路商铺,18.0,38.8,80000.0,"""道路""",113.3390643171309,23.16094322250777,113.34563468342746,23.16660381086899
东山口地铁旁(肯德基)临街旺铺 双门面转角位置靓 带租2万5,越秀,农林下路,临街门面?1层,东山锦轩商铺,40.0,120.0,84900.0,"""地产小区""",113.30268501009147,23.13150108638187,113.30913954088548,23.137624127185945
出售白云新市临街门面新达路31号137铺,白云,新市,临街门面?1-8层,新达路31号,19.83,98.0,4.94,"""门址""",113.26688546942802,23.198042079247718,113.27334952969703,23.20430852911503
增城东汇城街铺 现经营益禾堂 月租12500 剩两年多租约！,增城,荔城中区,商业街店铺?1层,增城东汇城,24.0,12.8,66700.0,"""购物""",113.82524486575835,23.28981986298967,113.83182175315649,23.295493154568367
出售太和步行街旺铺，直对业主，有意者请联系我。,白云,太和,临街门面?1层,太和镇珊景商业步行街,25.0,80.0,3.2,"""道路""",113.36638187751086,23.29947094238096,113.37291172838656,23.305410326903258
（捡漏）北京路 独栋两层商铺出售（coco经营中)带租2万5,越秀,北京路,商业街店铺?1层,北京路步行街,20.0,118.0,20000.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
此铺位让你找到！！ 白云新城机场路与乐嘉路交界临街旺铺,白云,机场路,临街门面?1层,乐嘉商业广场,66.5,330.0,50000.0,"""购物""",113.26164520423727,23.174007910884119,113.26811850892323,23.180205174365655
（39.6万总价，包含所有费用）南沙万达KFC旺铺.业主急售,南沙,金洲,临街门面?1层,南沙万达广场(商业),30.0,39.6,95000.0,"""购物""",113.5388069489055,22.80086053063865,113.54526999926661,22.80704909903823
大捡漏（同和金铂广场）一口价92万！卖断产权过户 带租约,白云,东平,商业街店铺?1层,金铂广场,20.0,92.0,36000.0,"""购物""",113.33176666283134,23.201914318328904,113.33834580286295,23.20760868550903
海珠区鹭江地铁口独栋33米超宽门面带7厘汇报租约旺铺出售,海珠,下渡路,商业街店铺,愉景南苑商铺,628.03,3000.0,198800.0,"""地产小区""",113.31809885467099,23.09995005025335,113.32462741992254,23.1058101832476
独栋商业 金沙洲路肯德基餐馆 占地500方卖3300万,白云,金沙洲,临街门面,肯德基(金域蓝湾汽车穿梭餐厅)-广州市白云区,422.0,3300.0,20000.0,"""餐饮""",113.21580566221431,23.161692893791526,113.2223752124181,23.16736175899547
(乐峰广场 肯德基)地铁口旺铺 业主带租急售 36.9万买断,海珠,沙园,购物百货中心?1层,工业大道161号,35.0,36.8,46000.0,"""门址""",113.18890177461917,23.37492825883024,113.19537880623743,23.380943863238707
（一口价38.8万买断过户）超大门面，新塘万达广场临街旺铺,增城,荔城中区,购物百货中心?1层,增城大道,30.0,38.8,28000.0,"""道路""",113.8101429128518,23.284096909865057,113.81670783701975,23.28980080656976
业主移民，急需套现，签证已下，含泪血亏抛售。,番禺,万博,商业街店铺?1层,番禺万达广场(商业),261.0,1000.0,35000.0,"""购物""",113.35521396375339,23.012052024871225,113.3617427423291,23.017810315003396
6号线香雪地铁口 超5千户大型社区 主入口临街旺铺出售,黄埔,香雪,社区底商?1层,品秀星樾开创大道商铺,37.39,130.0,49600.0,"""地产小区""",113.47252493789039,23.175678032771665,113.47909438094678,23.18141116067579
越秀区东山口地铁站独栋明火商铺50米外立面稳定租客,越秀,东湖,临街门面,龟岗大马路商铺,890.0,6300.0,63300.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
珠江新城潭村地铁站旁一线马路面明火餐饮铺,天河,珠江新城东,临街门面?1层,珠光御景二期御公馆(商业),50.0,980.0,41300.0,"""地产小区""",113.35475510929905,23.122289324888393,113.36128676276081,23.12804212368294
花城大道地铁5号线临街便利店160方2600万,天河,珠江新城中,临街门面?1层,名门大厦(商业),160.0,2600.0,109500.0,"""NoClass""",113.32241862620595,23.12495608878541,113.32894170714099,23.130746420721875
带租约一手现铺 已租做超市 十年收租252万 回Bo率6个点,天河,棠东,社区底商?1层,天健汇(商业),112.0,398.0,45000.0,"""NoClass""",113.40233197417774,23.14494003043021,113.40874915589149,23.15127486747181
年收租84万 天河区骏景花园旺铺 12米门面 6厘收租 急售,天河,车陂,社区底商?1层,骏景花园商铺,125.0,1400.0,45000.0,"""地产小区""",113.39143310292043,23.129022478546298,113.39785100896596,23.135325007885827
6厘收租 品牌租客 体育西商圈少有珍珠铺 日日旺场,天河,体育西路,临街门面?1层,体育西路商铺,38.0,700.0,26000.0,"""道路""",113.20568472352839,23.486919609677448,113.21221697157691,23.492667000471657
天河区金融城商圈连锁店租户年收入36万捡漏价650万,天河,东圃,社区底商?1层,美林湖畔誉府商铺,89.0,650.0,19000.0,"""地产小区""",113.42000002660325,23.12449702201719,113.42644655083932,23.13066332084121
体育东地铁口30米单边超宽门面旺铺共有7个品牌经营出售汇报8,天河,体育中心,社区底商?1层,体育东路商铺,294.95,3600.0,54800.0,"""道路""",113.22826453081973,23.38960599556211,113.23481809029953,23.395295526495685
地铁公园前站商圈独栋全商业超宽门面旺铺带品牌租约出售,越秀,解放南,社区底商,解放中路商铺,298.0,1480.0,89000.0,"""道路""",113.31253636729395,23.092965181019929,113.3190525970984,23.098921606703688
海珠赤岗北 大型社区 一线临街商铺 急售 年收租60万超5厘,海珠,赤岗,临街门面?1层,泓景花园商铺,100.0,1180.0,45100.0,"""地产小区""",113.33464914555082,23.103905350968359,113.34121177482889,23.109577793024014
富力半岛花园门口超宽门面旺铺带银行租约出售7厘,白云,罗冲围,社区底商?1层,富力半岛花园增槎路商铺,465.08,3300.0,25000.0,"""地产小区""",113.23355626891616,23.147904742649705,113.24009734450289,23.153644712657664
海珠区鹭江地铁站独栋物业有停车位红绿灯位置年租200万,海珠,下渡路,临街门面?1层,新港西路208号大院新港西路商铺,628.0,3000.0,12100.0,"""地产小区""",113.30702310705883,23.136911455811274,113.31349400529106,23.142960482790234
明火餐饮旺铺 7厘收租 海印商圈 品牌餐饮客 业主急售,海珠,晓港,临街门面?1层,东晓路商铺,550.0,1800.0,36200.0,"""道路""",113.35418091241727,22.91288453392651,113.36072442115142,22.91863254247852
珠江新城临街 门面宽 品牌租户 寻找有缘人,天河,珠江新城中,临街门面?1层,名门大厦(商业),160.9,2330.0,41700.0,"""NoClass""",113.32241862620595,23.12495608878541,113.32894170714099,23.130746420721875
珠江新城急售降价 6.2厘收租15米门面 一线临街铺位,天河,珠江新城中,临街门面?1层,名门大厦(商业),160.0,2330.0,144800.0,"""NoClass""",113.32241862620595,23.12495608878541,113.32894170714099,23.130746420721875
珠江新城带租约出售，业主诚意出售。,天河,珠江新城西,社区底商?1层,名门大厦-广州市天河区,160.94,2300.0,179600.0,"""NoClass""",113.32241862620595,23.12495608878541,113.32894170714099,23.130746420721875
珠江新城 兴盛路一线临街便利店35方售980万,天河,珠江新城中,临街门面?1层,兴盛路,35.0,990.0,146700.0,"""道路""",113.29045979074911,23.349001744393399,113.29689109406583,23.355290072402956
海珠区旺地江南西路珍珠一线临街商铺出售 各付各税 稳定收租,海珠,宝岗,临街门面?1层,江南西商铺,24.6,490.0,154800.0,"""地产小区""",113.27485029522959,23.100138281857264,113.28128335646177,23.106465798619685
珠江新城旺铺诚意出售 带租 收租高 产权清晰,天河,珠江新城西,社区底商?1层,花城大道商铺,160.0,2600.0,144800.0,"""道路""",113.35184989945019,23.123214534762668,113.35838796649294,23.12893411368197
天河区黄埔大道西 一线临街餐饮商铺 年收租42万 超5厘,天河,黄埔大道西,临街门面?1层,凯利广场(商业),74.0,950.0,40500.0,"""商务大厦""",113.35740645801087,23.130466095440949,113.36392937938591,23.136253756204089
广州白云新市墟白云花园一楼临街商住,白云,新市,社区底商?1层,华益街/机场路(路口),100.0,288.0,2.88,"""道路""",113.266922479615,23.19219057279625,113.27338805106995,23.198457762920037
（不动产过户）粤垦路商业街笋铺 现经营一点点 月租18200,天河,燕塘,商业街店铺?1层,粤垦路商铺,18.0,38.8,37700.0,"""道路""",113.3390643171309,23.16094322250777,113.34563468342746,23.16660381086899
(同学委托出售越秀老神铺)区庄地铁口 即买即收 租金稳定,越秀,公园前,临街门面?1层,环市东路,20.0,35.0,74000.0,"""道路""",113.41392811017166,23.127790718181669,113.42035690788546,23.134040452696515
（来电打折）越秀北京路（星巴克）38万买断产权过户！,越秀,西门口,购物百货中心?1层,北京路星座广场商铺,40.0,38.0,58300.0,"""道路""",113.42695517138485,23.430736526838318,113.43346358421258,23.436794590287485
笋！融创茂喜茶 业主急售！网红打卡点 一口价16万买断带租约,黄埔,南岗,购物百货中心?1层,南岗万达广场,35.0,16.0,11000.0,"""购物""",113.5569894608964,23.10528450533643,113.56350891180793,23.111161506008853
（业主急售）萝岗万达临街餐饮铺 可明火！带租约,黄埔,萝岗,购物百货中心?1层,萝岗万达广场(商业),30.0,13.8,70500.0,"""NoClass""",113.27327125380468,23.178707421272646,113.2797222559149,23.185029696662406
业主急售!淘金临街产权旺铺 现经营一点点 带租1万5即买即收,越秀,淘金,商业街店铺?1层,建设六马路商铺,15.0,7.2,11000.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
天河旺铺 全新一手 高端住宅底商 单价3.8万 抄底绝,天河,小新塘,社区底商?1层,保利天汇(商业),50.0,190.0,46000.0,"""地产小区""",113.38674322951548,23.108380902345965,113.39318161854723,23.114640657597144
保利罗兰国际 一铺养三代 带租约 稳定收租,黄埔,香雪,社区底商?1层,保利罗兰国际商铺,56.0,252.0,11500.0,"""地产小区""",113.49634871865153,23.178354021104818,113.50284209114384,23.184468413336729
棠东天河智荟（10万内部出售）一手现楼精装房 月收租3500,天河,棠东,写字楼配套?1层,天河智荟GO PARK-广州市天河区,24.23,10.0,39800.0,"""地产小区""",113.4019011468553,23.141334883572737,113.40831582097823,23.1476700899348
海珠万达（奈雪的茶）双门面总价18万买断包过户月租1万8,海珠,广州大道南,购物百货中心?1层,海珠万达广场,25.0,18.0,20700.0,"""购物""",113.3205820405914,23.08937499468139,113.32712883503959,23.09519823023561
珠光御景壹号外街商铺 实用率9成以上 带租约 随时看,荔湾,黄沙,商业街店铺?1层,珠光御景壹号商铺,61.56,336.0,22000.0,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
急售 琶洲独栋明火餐饮商铺大型社区年收租600万品牌租客地铁,海珠,琶洲,社区底商?1-2层,保利天悦-广州市海珠区,1178.0,7000.0,29400.0,"""地产小区""",113.38674322951548,23.108380902345965,113.39318161854723,23.114640657597144
北京路步行街铺位 卖断 总价20.8万 商家经营中 来电咨询,越秀,公园前,商业街店铺?1层,北京路步行街,35.0,20.8,59800.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
滨江西 独栋9889平方 一线江景 带花园 白鹅潭商圈地铁旁,海珠,滨江西,临街门面,滨江西路,9889.0,80000.0,15500.0,"""道路""",113.26383658908746,23.113436402983284,113.27027795676473,23.119659011955134
广州机场附近酒店公寓整栋出售,白云,人和,临街门面,矮岗南街,690.0,430.0,6231.88,"""道路""",113.29390928390629,23.364067035441939,113.30033832253267,23.370316847968476
广钢新城 地铁口旁 门面超13米 钻石铺位 人流动线,荔湾,坑口,临街门面?1层,保利碧桂园公园大道芳村大道商铺,40.0,240.0,15000.0,"""地产小区""",113.25517695541483,23.073280047401565,113.26167773038616,23.079374955920327
广州市白云区富力半岛花园旺铺出售,白云,罗冲围,临街门面?1层,富力半岛花园,44.64,200.0,4.48,"""地产小区""",113.23355626891616,23.147904742649705,113.24009734450289,23.153644712657664
业主急售！市中心临街靓铺 现经营(桃园三章)18万产权包过户,天河,体育西路,商业街店铺?1层,天河南一路商铺,15.0,17.8,67900.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
天河南一路铺王 年收租66万 大型综合体围绕 消费人群必经路,天河,体育西路,临街门面?1层,天河南一路商铺,64.0,1250.0,12300.0,"""道路""",113.33015986376619,23.136141372324326,113.3367016697989,23.1418417239273
珠江新城一楼临街商铺 产权清晰 可明火 价格可谈,天河,珠江新城东,临街门面?1层,南国花园商铺,163.58,1800.0,36900.0,"""地产小区""",113.35115380251072,23.12019999694885,113.35769459399879,23.125912822445046
白云机场！候机室（产权清晰丨喜茶 199万）月租三万,花都,花东,商业街店铺?1层,机场国际公寓商铺,20.0,199.0,15200.0,"""地产小区""",113.32310331466543,23.44093239843705,113.32966432835829,23.446720428147179
天河区市区，独栋酒店出售（16亿，4万平方）一线主干道上,天河,天河北,其他,广州东站(商业),40000.0,160000.0,11900.0,"""火车站""",113.33106212182011,23.155822667249358,113.33761986777337,23.1615183618579
海珠区江南西路转角七字门面 连锁餐饮租约 稳定收租,海珠,宝岗,临街门面?1层,江南西路商铺,56.27,600.0,17900.0,"""道路""",113.27712660139113,23.10100655381085,113.2835570484255,23.10734233568354
(政府人员放盘)区庄地铁口 老上海混沌产权街铺 35.8万,越秀,五羊新城,社区底商?1层,区庄村商铺,35.0,35.8,20000.0,"""地产小区""",113.30206077759279,23.141852462246474,113.30851680001395,23.147986469652069
新年捡漏！体育西路 正佳广场 产权旺铺199万 带租3万,天河,体育西路,商业街店铺?1层,正佳广场,30.0,199.0,107000.0,"""购物""",113.33363064676394,23.137855755338458,113.34017827404056,23.1435308205651
年底急出！越秀中华广场（产权出售丨星巴克 23.8w）租三万,越秀,解放中路,商业街店铺?1层,中华广场(商业),20.0,23.8,63500.0,"""购物""",113.28904495957137,23.13233400852238,113.29546375080584,23.138632496815338
广纸新城 独栋明火餐饮铺 层高共10米 地铁口旁 免中介费,海珠,江燕路,临街门面,星汇海珠湾商铺,700.0,4050.0,117500.0,"""NoClass""",113.27316498426288,23.080661005068817,113.27961675144774,23.086982681014676
北京路一线形象旺铺出售,越秀,北京路,商业街店铺?1-4层,西湖路-道路-广州市越秀区,258.0,5800.0,91300.0,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
天河区粤垦路餐饮旺铺出售 品牌租户 收租稳定,天河,天河客运站,社区底商?1层,金燕花园商铺,109.0,1200.0,85700.0,"""地产小区""",113.33587525441895,23.163506917071584,113.34244670797067,23.16917553939895
海珠区赤岗北路泓景花园临街出售 带品牌租约出售,海珠,广州塔,临街门面?1层,泓景花园(B区）赤岗北路商铺,47.49,650.0,36900.0,"""地产小区""",113.33505778472716,23.105062957402173,113.34161965712376,23.11073322607925
广钢新城后临街商铺出售,海珠,前进路,临街门面?1层,江南大道中商铺,45.5,402.0,99400.0,"""道路""",113.27856874105638,23.1128690996927,113.28498736890963,23.11920548654968
珠光御景壹号住宅底商  连锁品 牌租户 价格可谈,荔湾,黄沙,商业街店铺?1层,珠光御景壹号商铺,131.08,756.0,26000.0,"""地产小区""",113.55421486466867,22.80078873417496,113.56073064766396,22.806714324798166
荔湾区广钢新城临街十字路口旺铺 专业商管团队招商 稳定收租,荔湾,广钢新城,临街门面?1层,广钢新城崇文五路商铺,53.6,438.0,60300.0,"""道路""",113.24467423688729,23.073198505479604,113.25121261317706,23.079108928490368
天河区龙口西路旺铺出售 67平方520万实收,天河,龙口西,临街门面?1层,龙口西路商铺,67.47,520.0,49400.0,"""道路""",113.34241328990153,23.146139564290196,113.34896916896379,23.151799592077507
海珠区中心城区中大布匹商圈一线马路大七字门面旺铺，转化率高！,海珠,江燕路,商业街店铺?1层,泰沙路商铺,242.0,1200.0,12800.0,"""道路""",113.29216675087861,23.09148550210212,113.29861951415592,23.097760435594837
洛溪地铁口旁旺铺出售，收租6.7一个月，租户稳定,番禺,洛溪,商业街店铺?1层,如意中心如意二马路商铺,171.0,860.0,21500.0,"""地产小区""",113.30981692702449,23.045675043647369,113.31632200263486,23.051679469214805
工业大道南金碧花园临街首层靓位出售 带全部品牌租约,海珠,东晓南,社区底商?1层,金碧花园商铺,563.0,5500.0,18900.0,"""地产小区""",113.29408283653076,23.075127901953814,113.30055048861616,23.081383343455845
（业主直售）东圃大马路（一点点）人流聚集地 带租约 买断产权,天河,长湴,社区底商?1层,东圃大马路商铺,20.0,235.0,27700.0,"""道路""",113.30606317779119,23.33781002161884,113.31255108903767,23.343880056024419
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,14300.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,32000.0,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
平台精选！天河6号线植物园 临街产权铺 9.6万租15000,天河,龙洞,商业街店铺?1层,龙洞步行街,20.0,9.6,23300.0,"""道路""",113.37309500441525,23.200781806014115,113.37960032807261,23.206840070301579
小区门口铺，人流量稳定，门面显眼,增城,中新镇,社区底商?1层,侨建御溪谷商铺,20.0,60.0,46000.0,"""地产小区""",113.61383719795721,23.289321950557434,113.62033244251835,23.295391854336704
御溪世家 大社区 临街底商 方正实用 一手现铺 方便看铺,增城,朱村,社区底商?1层,侨建御溪谷商铺,51.0,125.0,13900.0,"""地产小区""",113.61383719795721,23.289321950557434,113.62033244251835,23.295391854336704
老广！东山口（产权清晰丨1点点 总价17.8万）带租1.5W,越秀,解放中路,商业街店铺?1层,东山公馆商铺,20.0,17.8,19200.0,"""地产小区""",113.30173828591482,23.132002917405253,113.30818970574645,23.13814143260326
十年租金252万！不思量自难赚！天河靓铺带租约出售仅360万,天河,棠东,社区底商?1层,天健汇(商业),112.0,360.0,12500.0,"""NoClass""",113.40233197417774,23.14494003043021,113.40874915589149,23.15127486747181
7字位门面 明火餐饮铺 5厘半收租珍珠铺 业主急售,荔湾,广钢新城,临街门面?1层,中海花湾壹号开拓二横路商铺,34.99,380.0,27200.0,"""道路""",113.370887059303,23.004085197248739,113.37736518702086,23.010097200544164
