托育店铺,地址,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
行知托管,南村镇广州雅居乐花园邻居一栋,113.3743523,23.01545885,113.3808179,23.02153187
吉宏托管学堂,朱村大道保利中航城二期青星街72号商铺,113.6781084,23.27912122,113.6846362,23.28498056
金领航托管理中心,两龙大街28号菜鸟驿站2楼,113.2833708,23.45696642,113.2898046,23.46330163
龙博士双语托育中心,沿江南路161号,113.5975789,23.54167191,113.6041394,23.54746924
萌芽教育托管中心,同宝路星汇云城,113.343431,23.21429642,113.3500053,23.21996304
西村健苗托儿所,长宁街2号,113.2497913,23.14825581,113.2562807,23.15424979
稚趣慧儿儿童成长中心,云埔五路玉泉学校西北侧约80米,113.5346874,23.16540456,113.5411429,23.17165042
明利富教育,珠玑路147号,113.2503519,23.11857887,113.2568344,23.12458182
思润婴幼儿学苑(思润托育),星海园东南,113.2910829,23.1563318,113.297521,23.16261527
思苏卡尔早教·托育（旗舰校）,东艺路129号,113.3510835,22.98340718,113.3576376,22.9891221
五六点智慧托管,公园前路44号9-10号商铺,113.2156323,23.39090447,113.2221917,23.39657181
FAMIC萌宝堡家庭托育园(雅居乐滨江花园),雅居乐滨江花园,113.2895844,23.11367372,113.2960107,23.11996906
金领航托管理中心,两龙大街28号菜鸟驿站2楼,113.2833708,23.45696642,113.2898046,23.46330163
龙博士双语托育中心,沿江南路161号,113.5975789,23.54167191,113.6041394,23.54746924
萌芽教育托管中心,同宝路星汇云城,113.343431,23.21429642,113.3500053,23.21996304
西村健苗托儿所,长宁街2号,113.2497913,23.14825581,113.2562807,23.15424979
稚趣慧儿儿童成长中心,云埔五路玉泉学校西北侧约80米,113.5346874,23.16540456,113.5411429,23.17165042
明利富教育,珠玑路147号,113.2503519,23.11857887,113.2568344,23.12458182
思润婴幼儿学苑(思润托育),星海园东南,113.2910829,23.1563318,113.297521,23.16261527
思苏卡尔早教·托育（旗舰校）,东艺路129号,113.3510835,22.98340718,113.3576376,22.9891221
五六点智慧托管,公园前路44号9-10号商铺,113.2156323,23.39090447,113.2221917,23.39657181
FAMIC萌宝堡家庭托育园(雅居乐滨江花园),雅居乐滨江花园,113.2895844,23.11367372,113.2960107,23.11996906
知了托管,上漖如意路18号,113.3175678,23.04234506,113.3240969,23.04821434
闪之星托育早教,朱村街东100米,113.2714313,23.13533631,113.27785,23.14163864
熊猫宝贝早教托育中心,莲港大道22号一街701,113.4931482,22.97326657,113.4996437,22.97932381
小天使托儿所（新风路）,新风路与新市南街交叉口东20米,113.612429,23.12413154,113.6189015,23.13017097
乐童托管班,江南西路紫山大街33号103铺,113.2743305,23.10130988,113.2807629,23.10763457
贝安斯国际婴幼早教托育中心,元亨路31号,113.6862492,23.27698706,113.6927986,23.28273002
MORGAN KIDS HOME2早教托育英语,梅苑小区西门南100米（梅花园地铁站B口步行140米）,113.3247234,23.18751629,113.3312913,23.19328337
比泡乐儿日托中心（南田店）,龙骧大街四间巷34号,113.2681112,23.1060841,113.2745488,23.11235892
么么亲托育成长早教中心,横滘二路与富康路交叉口西100米,113.2452515,23.18067684,113.2517859,23.18659678
小木客儿童之家,峻峦一街18号B13栋101房,113.2714313,23.13533631,113.27785,23.14163864
培杰教育,盈中路62号,113.307963,23.07425206,113.3144747,23.08029214
博尔斯托管,市桥光明南路67号,113.3697517,22.94249084,113.3762707,22.94849008
艾比家托育,富景苑8街17号,113.3601555,22.97529582,113.3666942,22.98112915
智趣谷国际托育早教中心,福翠路南国奥园悉尼商业街3座1-6,113.327042,22.99140602,113.3335847,22.9971391
翎羽托管中心,沙园三街南一号103室,113.2711254,23.09174273,113.2775717,23.09804818
大朗托育中心,大朗中路146号,113.2499305,23.24485725,113.2564119,23.25085214
爱尚园丁托管之家,盈翠路与东晓南路辅路交叉口东80米,113.2910315,23.09819279,113.2974753,23.10447791
小鲸妈妈托育中心（翠湖中心校区）,黄埔大道翠湖山庄,113.3595705,23.13290721,113.3660871,23.13872663
新加坡中英文双语爱童宝贝之家,天河北路中天购物城三楼,113.3312808,23.1481116,113.3378317,23.15380409
新爱婴早教托育,中新恒大山水城二期领峰南二街号,113.3353506,23.12781342,113.3418985,23.13347946
优质托管,望亭路15-37号,113.1900112,23.3755734,113.1964925,23.38156933
阳光托管,榄元新街18-1号,113.4015848,23.2011535,113.4080317,23.20749588
博尔斯托管,市桥光明南路67号,113.3697517,22.94249084,113.3762707,22.94849008
艾比家托育,富景苑8街17号,113.3601555,22.97529582,113.3666942,22.98112915
智趣谷国际托育早教中心,福翠路南国奥园悉尼商业街3座1-6,113.327042,22.99140602,113.3335847,22.9971391
翎羽托管中心,沙园三街南一号103室,113.2711254,23.09174273,113.2775717,23.09804818
大朗托育中心,大朗中路146号,113.2499305,23.24485725,113.2564119,23.25085214
爱尚园丁托管之家,盈翠路与东晓南路辅路交叉口东80米,113.2910315,23.09819279,113.2974753,23.10447791
小鲸妈妈托育中心（翠湖中心校区）,黄埔大道翠湖山庄,113.3595705,23.13290721,113.3660871,23.13872663
新加坡中英文双语爱童宝贝之家,天河北路中天购物城三楼,113.3312808,23.1481116,113.3378317,23.15380409
新爱婴早教托育,中新恒大山水城二期领峰南二街号,113.3353506,23.12781342,113.3418985,23.13347946
优质托管,望亭路15-37号,113.1900112,23.3755734,113.1964925,23.38156933
阳光托管,榄元新街18-1号,113.4015848,23.2011535,113.4080317,23.20749588
幼而学教育,海润大街30号,113.5414393,22.78339787,113.5478947,22.78954249
童颜心童颜托育早教中心,大沙北路123号政法楼2楼201室,113.4638994,23.11508742,113.4704534,23.12075127
学乐托管,教育东路7号附近,113.1600248,23.46834752,113.1664461,23.47468528
明特教育（广园校区）,广园中路208号210室、211室、212室、227室、228室,113.2779468,23.16443279,113.2843822,23.17077159
FAMIC放我家托育·早教(富力城园),丽城路富力城B6栋102室,113.2675839,23.2503763,113.2740088,23.25664276
搏思特托管,石决路45号,113.327897,23.20059637,113.3344698,23.20632581
雅萧托管中心,九石岭路与履泰西街交叉口北20米,113.2738345,23.19931823,113.2802858,23.20564404
阳光托管,荔香二街23号附近,113.4528759,23.1042754,113.4594361,23.10995756
盛禾学舍,基立下道45号107室,113.2828374,23.11035067,113.2892587,23.11668471
爱尔福婴幼中心（广州中航城）,青星街122号201-213,113.2714313,23.13533631,113.27785,23.14163864
Tiny Hands 泰尼汉托育,黄沙大道御景一号（素会旁边）,113.2409931,23.11659276,113.2475096,23.12243537
心子绿学园,南村镇江南村江南桃园路4号,113.3719349,22.99798844,113.3784121,23.00401963
龙博士双语托育中心,洛浦街如意路2号奥林匹克大厦首层113铺,113.314086,23.04930997,113.3206099,23.05523967
燕燕幼儿托管所,高第村4号,113.9329162,23.40296914,113.9394847,23.4086512
学无优托管中心,荔城大道241号,113.8137261,23.30159926,113.82031,23.3072797
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂,113.341077,23.030539,113.3476366,23.03619762
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）,113.2556655,23.13147217,113.2621256,23.1375675
五六点智慧托管（NO.GD-广州-060店）,元塘路6号,113.3145566,23.02399252,113.3210583,23.02990922
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学,113.33113,22.98003097,113.3376916,22.98572699
字游空间托管,下沙新村西大街七号,113.2327756,23.20637045,113.239343,23.21210659
学而乐托管中心,大同村乐宜路51号,113.4010311,22.89764388,113.4074445,22.90397994
燕燕幼儿托管所,高第村4号,113.9329162,23.40296914,113.9394847,23.4086512
学无优托管中心,荔城大道241号,113.8137261,23.30159926,113.82031,23.3072797
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂,113.341077,23.030539,113.3476366,23.03619762
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）,113.2556655,23.13147217,113.2621256,23.1375675
五六点智慧托管（NO.GD-广州-060店）,元塘路6号,113.3145566,23.02399252,113.3210583,23.02990922
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学,113.33113,22.98003097,113.3376916,22.98572699
字游空间托管,下沙新村西大街七号,113.2327756,23.20637045,113.239343,23.21210659
学而乐托管中心,大同村乐宜路51号,113.4010311,22.89764388,113.4074445,22.90397994
芳草园托管教育中心,华景北路与景邮路交叉口西南40米,113.3723152,23.14687628,113.3787944,23.15291487
慧爱托育,石井街石安路181号,113.2343681,23.20939,113.2409292,23.2151441
五联小学-小太阳托管中心,学校南路15号,113.668473,23.33290704,113.6749746,23.33893574
优越教育,塘东路南安小学西侧约120米,113.5630337,23.11831687,113.5695614,23.12409874
羊城教育,景云路45号,113.2821421,23.17117228,113.2885839,23.1775122
新起步托管（榨粉街）,中山四路榨粉街88号605房,113.2801605,23.13522847,113.2865723,23.14156444
海洋之家,尚景路112号,113.6005387,23.53911936,113.6070887,23.54496077
明智教育,兴贤路大石小学北侧约30米,113.3162733,23.02416639,113.3227812,23.03005379
安心托管,新墩庄围路南安小学东侧约80米,113.5630337,23.11831687,113.5695614,23.12409874
乐涵教育亚运城校区,兴亚三路32亚运城国际区A区F2层,113.4904235,22.95039661,113.4969416,22.95640813
晨曦幼儿托管中心,沧头华东五巷2号,113.2714313,23.13533631,113.27785,23.14163864
红梅托管,新1栋302室（近农林下路小学）,113.3042203,23.13939382,113.3106823,23.1454916
启智托管班,潭洲潭山路14号,113.468533,23.00337431,113.4750768,23.00906358
知了托管,大石街岗东路4号2楼整层,113.3152664,23.02297914,113.32177,23.02888349
尚清教育,陶然庭苑南门旁,113.3677248,23.148169,113.3742216,23.15412626
益童教育,优山悦海美麓花园B7-110商铺,113.611521,22.76594036,113.6179964,22.77196364
几米稚家家庭式托育,祈福新邨B区16街86号,113.3497024,23.03739287,113.3562601,23.04309522
帕思教育,凤岗四巷77号e105号,113.5518237,22.79331262,113.5583235,22.79927879
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室,113.2453311,23.07451132,113.2518669,23.08043297
优学邦教育,背坪北五街柯木塱大厦东侧约160米,113.3534253,22.90843979,113.3599665,22.91417809
烨子早教托管中心,茅岗坑田祠堂街2号,113.2714313,23.13533631,113.27785,23.14163864
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室,113.348626,23.14920003,113.355178,23.15489194
达慧童乐托育园,芳兴路84号旧龙华宾馆,113.2116186,23.11549908,113.2181671,23.12118872
益童教育,优山悦海美麓花园B7-110商铺,113.611521,22.76594036,113.6179964,22.77196364
几米稚家家庭式托育,祈福新邨B区16街86号,113.3497024,23.03739287,113.3562601,23.04309522
帕思教育,凤岗四巷77号e105号,113.5518237,22.79331262,113.5583235,22.79927879
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室,113.2453311,23.07451132,113.2518669,23.08043297
优学邦教育,背坪北五街柯木塱大厦东侧约160米,113.3534253,22.90843979,113.3599665,22.91417809
烨子早教托管中心,茅岗坑田祠堂街2号,113.2714313,23.13533631,113.27785,23.14163864
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室,113.348626,23.14920003,113.355178,23.15489194
达慧童乐托育园,芳兴路84号旧龙华宾馆,113.2116186,23.11549908,113.2181671,23.12118872
骄子之家托管中心,烟墩新街21号,113.3052088,23.12778798,113.3116721,23.13386839
全优?贝贝托育中心（融创店）,广州融创雪域澜庭A2区（天贵路东),113.2333818,23.435787,113.2399543,23.4415312
阳光托管,大纲领幼儿园东南,113.365003,23.35780471,113.3715054,23.3637135
慧星国际儿童教育,保利·西海岸汇海花园8栋负1层02号,113.215519,23.17979419,113.2221035,23.1854673
科翰教育（荔园新天地店）,西环路1502号荔园新天地F2层,113.352171,22.92541247,113.3587318,22.93114027
儒德托管,银利街285号,113.326014,23.17515635,113.3325797,23.18090639
童学家托育中心,沙湾路与市良路交叉口南100米,113.3536993,22.90879833,113.3602403,22.91453987
励尚教育 大风车托管,石榴岗路信步中街43号,113.3408593,23.09414541,113.3474344,23.09980693
初心童心国际托育园,保利天悦28栋301室,113.3867432,23.1083809,113.3931816,23.11464066
吖哆哆国际婴幼儿托育中心新塘社区园,凤凰北横路230-232号,113.2714313,23.13533631,113.27785,23.14163864
安贝斯早教托育中心,凤凰北路25-4号,113.2389024,23.39821188,113.2454391,23.40402502
优学托,Y769（新庄小学西北侧),113.2392318,23.48287173,113.2457512,23.4886864
培英前程托管中心,工业大道广纸北一路东四街4号铺,113.1828929,23.37265734,113.189348,23.3787768
康悦托管培育中心,天贵路50号美华新村3号楼商铺（五洲幼儿园隔壁）,113.2307987,23.38955624,113.2373477,23.39526731
小状元托管,梅花街共和五巷30栋101室,113.2680337,23.16452524,113.274482,23.17080144
俊才托管铺导班,聚龙苑西门北90米,113.4409925,22.96024072,113.4475469,22.96605889
向日葵托管辅导,边岗西路9巷6号,113.2714313,23.13533631,113.27785,23.14163864
Sunny艺术托管中心,教育街大龙社区西侧,113.4454874,22.96392806,113.4520519,22.9696843
春苗托管,小北路丹桂里15号302室,113.276743,23.13872104,113.283157,23.14505235
优智托管中心,金信路77号,113.2800357,23.18252882,113.2864842,23.18887236
心乐梦教育,"朱村大街117号（近324国道,朱村牌坊北550米）",113.7003009,23.28296439,113.7068738,23.28862395
文冲托教,步东商业大厦（大沙东地铁站C口步行490米),113.4703123,23.11229382,113.47686,23.11799944
小黄帽托托屋,新雅街(合和新城)万和北路1-4号,113.2629457,23.37891407,113.2693842,23.38512354
天衡优才,康王中路600号城光荟广场南区一楼116号,113.2542181,23.13024359,113.2606833,23.13631402
文冲托教,步东商业大厦（大沙东地铁站C口步行490米),113.4703123,23.11229382,113.47686,23.11799944
小黄帽托托屋,新雅街(合和新城)万和北路1-4号,113.2629457,23.37891407,113.2693842,23.38512354
天衡优才,康王中路600号城光荟广场南区一楼116号,113.2542181,23.13024359,113.2606833,23.13631402
官湖幼儿托管中心,官湖村官湖路69-2号二楼,113.643479,23.14825424,113.6498994,23.15458722
学敏托辅中心,江平二路22号2楼,113.3506628,22.99654863,113.3572064,23.00225718
智诚保贝智慧托育,华南碧桂园锦翠苑A区二街26号,113.3602149,23.00105166,113.3667313,23.00688139
全优贝贝保利花城店,保利花城西一街33号,113.3564713,23.30208252,113.3630347,23.30786496
博雅托管中心,富怡路63号,113.4444294,22.96413645,113.4509911,22.96990602
同芯拖辅中心,海傍村民委员会,113.4743383,22.93478239,113.4809023,22.94053624
小鹿安迪托育早教中心,鹤洞路267号中海花湾壹号中海花湾天地购物中心F2层,113.2462414,23.07483557,113.2527739,23.080773
向阳托管中心,登云大路兴旺街7号111室,113.3529446,23.02114961,113.359482,23.02688139
博思特托管（一店）,宏明路99号101铺,113.5556156,23.12128287,113.5621181,23.12718055
小恐龙学堂,洛浦街珠江花园别墅区琴江街4号,113.3503779,23.03763698,113.3569347,23.04334541
培越托教中心,广州设计港彩虹座,113.2456728,23.13693829,113.2521701,23.14285823
华思教育（番禺校区）,兴亚三路与兴岭路交叉路口南侧（运动员村东南侧）,113.488733,22.95325302,113.4952569,22.95923435
天歆教育,新都里与泮塘路交叉口西120米,113.2578915,23.12427875,113.264345,23.13041136
领航托管辅导艺术培训中心,新村北街新塘小学南侧,113.4168684,23.16921163,113.4233333,23.17542943
佳一辅导,"朱村大街117号（近324国道,朱村牌坊北550米）",113.7003009,23.28296439,113.7068738,23.28862395
亲呀呀精致智慧托育（增城豪园校区）,石滩镇碧桂园豪园翠湖苑四街49号,113.7516631,23.21203757,113.758108,23.21834845
哈喽宝贝(豆豆乐)托育园,海伦堡大道2号海伦堡花园百仁教育城一楼,113.5628876,23.10687032,113.5694241,23.11265607
童景托育,南洲路珠江御景湾,113.3480455,23.05554512,113.3546229,23.06123771
sunny艺术托管中心,南城路343号喜迎雅静小区一层商铺,113.3681959,22.92331249,113.3747058,22.92928109
康源馆,太石村简太路233号20号,113.4115383,22.89045798,113.4179621,22.89673403
喜宝幼儿托育中心（龙珠校区）,龙珠路18号金色华庭首层东面商铺（金信广场入口进入20米）,113.2306768,23.40226429,113.2372387,23.40797679
手拉手学社,竹丝岗大马路11号,113.2999057,23.13420871,113.3063516,23.1403762
子安托育,光明南路1号青少年宫首层,113.368302,22.9447442,113.374827,22.95071782
爱迪儿托教中心,三角园路与里仁洞村占贤大道交叉口东南100米,113.3560152,22.99589492,113.3625468,23.00166463
阳光小屋托管,祥安大街与德胜路交叉口西南20米,113.380639,22.94087955,113.3871201,22.9470629
博艺托儿所,东平北路8号,113.3211347,23.25895968,113.3276556,23.26476893
马溪早教托管中心,花港大道与南岳大街交叉路口南侧,113.1540989,23.36314802,113.1605138,23.36946762
雍学托管辅导中心,夏街大道17号,113.8404551,23.29127981,113.8469995,23.29711838
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁),113.385489,23.01014475,113.3919194,23.01638738
阳光小屋托管,祥安大街与德胜路交叉口西南20米,113.380639,22.94087955,113.3871201,22.9470629
博艺托儿所,东平北路8号,113.3211347,23.25895968,113.3276556,23.26476893
马溪早教托管中心,花港大道与南岳大街交叉路口南侧,113.1540989,23.36314802,113.1605138,23.36946762
雍学托管辅导中心,夏街大道17号,113.8404551,23.29127981,113.8469995,23.29711838
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁),113.385489,23.01014475,113.3919194,23.01638738
卓知托管服务中心,荔景大道1-114号114号,113.8291201,23.2968038,113.8356972,23.3025036
Kids life孩宝培育托班,江宝路390号,113.2841311,23.09100795,113.2905724,23.0973417
萌乐园少儿托管中心（荷花路）,桂花路与荷花路交叉口西南50米,113.6205113,23.12106324,113.6269575,23.12723795
嘉嘉托管,员村三横路18号之一（员村地铁站C口步行470米）,113.3700459,23.12600101,113.3765266,23.13199792
欣悦优托,商南街与育才街交叉口西南60米,113.2181248,23.38129145,113.2246784,23.38695008
学业有成,迎宾大道辅路与大华三路交叉口东约60米,113.2521939,23.39405121,113.2586798,23.40008892
广礼学堂（北京路店）,同庆坊17号一楼,113.2761893,23.11546326,113.2826071,23.12179345
广州乐智之家托管中心,先烈中路105-1号（沙河顶地铁站B口步行320米）,113.3147745,23.1530168,113.3212847,23.15893127
海青成长中心,新港西路38号,113.2915008,23.09859461,113.2979452,23.10487499
苌菁藤艺术托管中心,建设横马路2号宸宇大厦602-606室,113.2549265,23.38968121,113.2613985,23.3957658
津德托管中心,龙溪中路保利九里公园杏霖街6号112室,113.2190373,23.08449021,113.2256207,23.09015389
金宝贝托管,花都雅居乐锦城花语集346号商铺,113.1948154,23.4218115,113.2013507,23.42773047
祝博士,凤湖四路万科幸福誉南门底商,113.5483676,23.33621811,113.5548655,23.34224798
新星,沐陂西街三号大院西南侧约40米,113.4011176,23.16093807,113.4075492,23.16727789
培蕾阳光教育中心,德政中路130德悦居二楼,113.2820669,23.12685856,113.2884786,23.13319247
永曜北托管,东濠涌高架路越秀南社区,113.2852449,23.12509094,113.2916592,23.13141419
优匠学堂,市桥镇丹桂园大街五巷11号（市桥北城小学旁）,113.3627682,22.95307396,113.369313,22.95895215
名扬托管,泥紫洪圣涌路五巷4号,113.6472088,23.12148783,113.6536266,23.12780117
一点通托管中心,镇龙村新围友新路7号,113.5830276,23.28592781,113.5896025,23.29159256
晟睿托管服务中心,南航大道北益群学校西侧约30米,113.1962486,23.47688838,113.2027561,23.48277611
晋级托管学堂,福今路51号,113.3090341,23.13714475,113.3155124,23.14315821
文慧教育,心谊路51号,113.2625838,23.17626408,113.2690559,23.18247513
桐文乐学,菁映路菁品园,113.4257482,23.11870043,113.4322166,23.12477224
森诺托育园,东乡二街183号,113.2876678,23.04769496,113.2941118,23.05400936
贝尔安亲,东风东路776号外贸大厦B座2楼,113.3098219,23.13745971,113.3163031,23.14345918
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）,113.3314809,23.20630767,113.3380566,23.21200358
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米,113.5607748,23.19584961,113.5673307,23.20167126
贝尔安亲,东风东路776号外贸大厦B座2楼,113.3098219,23.13745971,113.3163031,23.14345918
好孩子托管中心,大华二路阳光家园A座,113.2063832,23.40122247,113.2129376,23.40696583
子悦童行托管·兴趣·辅导,团结路8-11号101室,113.2717353,23.39325543,113.2781648,23.39956253
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米,113.5607748,23.19584961,113.5673307,23.20167126
东泽托管培训中心,寺右中街13号101室,113.3154964,23.12488314,113.3219972,23.13078279
大拇指托管中心,大石岗东路19号的,113.3146779,23.02226719,113.321179,23.02818156
桐文乐学,菁映路菁品园,113.4257482,23.11870043,113.4322166,23.12477224
龙脉托幼生活,沙园大街与沙园二街交叉口西北80米,113.231211,23.47260882,113.2377576,23.4783235
疯狂龙博士托辅中心,校园路48号广州市康祥实业有限公司的,113.2331067,23.1539992,113.2396543,23.15973516
素质托管中心,晓园路11号,113.2874335,23.09457815,113.2938749,23.10089371
大笨象托管中心,官育路棠东毓南路5号,113.3938675,23.13253698,113.4002822,23.13885582
婴幼儿照护日托,骏新路172号,113.313235,22.97874668,113.3197479,22.98468963
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）,113.3314809,23.20630767,113.3380566,23.21200358
扶幼堂,宝华路34-6号,113.22176,23.39335527,113.2283232,23.39901567
一德托管中心,康乐小区康乐园一街,113.366148,22.95180099,113.3726813,22.95773681
天天向上辅导托管中心,西约新村大街利源超市旁,113.4182205,23.16843227,113.4246887,23.17463078
乐臻托管,小洲村西成右五巷1号,113.3610625,23.06135021,113.3676113,23.06720039
南葵向暖托管中心,南城路343号103号铺,113.3676091,22.92213782,113.3741198,22.9280958
开心托管,荔城街道荔城大道137号,113.830103,23.2985512,113.8366795,23.30425969
康康托儿所（龙溪西路）,龙溪凤池村262号,113.199435,23.07502658,113.2059868,23.08086941
都挺好托育（哈街校区）,桥南街道南郊路162号,113.3716851,22.93379629,113.378192,22.93982888
小宝贝幼托,侧斌街与均一东街交叉口东约80米,113.1779264,23.46690711,113.1843778,23.4731063
星星少儿托管中心,团结路54号,113.2988879,23.14630663,113.3053368,23.15249079
正牌托管,清水濠9号2层（团一大广场地铁站A口步行450米),113.2845131,23.12493374,113.2909267,23.13126029
亲的时光托育院,朝阳西路77号,113.3133852,23.02965297,113.3198873,23.03559098
萌芽教育（左边小学店）,环村东路左边小学东南侧,113.3596117,22.97153293,113.3661558,22.97735864
酷爱学托管,富基路富基广场-一期（市二宫地铁站B口步行490米),113.275579,23.11239603,113.2819997,23.11872438
朗星托管,群英大街13号附近,113.2688007,23.16182356,113.2752447,23.16810698
亲子林教育,天府路口叠翠台D座首层,113.3684451,23.13896671,113.3749333,23.14493548
都挺好托育（市桥校区）,市桥街清河中路8号,113.3723613,22.93955433,113.3788695,22.94559967
东乡托幼中心,村四街十七巷一横巷23号之一,113.5919274,22.76816903,113.5984633,22.77388866
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）,113.4389101,22.96089427,113.4454576,22.96674454
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）,113.4389101,22.96089427,113.4454576,22.96674454
FAMIC放我家（万科尚城2店）,丹水坑路万科尚城A2栋204房,113.537582,23.09934197,113.5440407,23.1055483
启航,钟村街钟三村一条树路9号,113.3314193,22.98080853,113.3379806,22.98650211
佰分托育中心,翠园西八街4号103室,113.3523918,22.99117337,113.3589359,22.99690022
红太阳托管服务中心,文教西街27号,113.3932417,22.95139532,113.3996966,22.95771838
田野教育,岗东路2号2层,113.314063,23.02716498,113.3205654,23.03309072
好之星托管,钟落潭镇,113.4109782,23.39170781,113.417411,23.39799166
天才优儿（萝岗奥园广场店）,开创大道萝岗奥园广场F1层,113.5044347,23.17984901,113.5109039,23.18608601
育学教育,元塘路1号,113.3130767,23.02346741,113.3195729,23.02940985
星火教育,繁华路57-103号金口岸大厦3楼,113.3694383,22.94765247,113.3759598,22.95364641
同学家托管,雅居乐富春山居,113.4370684,23.19095334,113.4436131,23.19683425
阳光托管（信成南街）,信诚小区信诚街12号201房,113.3389179,23.14555529,113.3454738,23.15121308
小太阳托管辅导中心（北星路）,北星路北星小学-附属幼儿园南侧约50米,113.5931055,23.56250097,113.5996757,23.56824054
贝贝熊·晋级托管学堂（帝景校区）,龙口西路212号,113.3428444,23.14399877,113.3493985,23.14965953
宜庭托管,盈中路52号(南武小学旁),113.3075336,23.07381244,113.3140439,23.07986012
佳佳托管,大沙北路大沙东公租房,113.469356,23.115381,113.475903,23.12107775
精诚托管中心,芳村大道中344-360B2栋401室,113.2385281,23.10711619,113.2450601,23.11292273
易学堂教育,宏明路91号,113.5561552,23.12153785,113.5626595,23.12742635
佩奇小网红,环市大道西路大涌地铁站D出口旁,113.3186406,23.13996084,113.325154,23.14580876
奇特小镇婴幼儿日托中心（金山谷店）,东艺路14号之4号,113.3497657,22.97578626,113.3563301,22.98149058
金贝贝儿童看护点,龙洞东街110号,113.3735396,23.20499351,113.3800406,23.21105902
学优托管中心,福兴三街福涌小学北侧约50米,113.3400281,22.92602076,113.346603,22.93168197
学贤托管,银利街285号,113.326014,23.17515635,113.3325797,23.18090639
KPF剑桥成长中心,百顺北路云门云悦2楼北塔L2-6,113.30071,23.24137404,113.3071598,23.24752932
启博托管,福南坊新村12巷1号2楼,113.4739571,23.02590151,113.4804954,23.03164534
一百橙长,金峰城128号,113.4594159,23.18429667,113.4660041,23.18996027
一嘉,西城路144号,113.3597766,22.93699535,113.366327,22.94282496
悦乐成长园,兴华路91号,113.4255243,23.04241789,113.4320108,23.04849741
喜洋洋托管,五羊北小区（广州市越秀区)寺右新马路寺右北二街五巷1号地02室,113.319598,23.12747798,113.326112,23.13331027
广东省纺托儿所,工业大道北41-4号3号大院省纺宿舍内,113.2624898,23.10242072,113.2689452,23.10862692
益儿托管,旭景家园A区a9-102室,113.4085095,23.13416418,113.4149278,23.14046728
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号,113.2386349,23.07582079,113.2451924,23.08163416
益儿托管,旭景家园A区a9-102室,113.4085095,23.13416418,113.4149278,23.14046728
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号,113.2386349,23.07582079,113.2451924,23.08163416
博美少儿托管中心,如意路广州市番禺区洛浦中心小学东北侧约30米,113.3163488,23.04178053,113.3228732,23.04766997
安心托管,五羊北小区（7号门),113.3200723,23.12773422,113.3265877,23.13355916
翱飞教育,大涌口大路兴贤小学西南侧约180米,113.3589737,22.90547931,113.3654977,22.91129097
五六点智慧托管（亚运城校区）,亚运大道1290号9栋103铺,113.4829224,22.95144291,113.4894669,22.95732356
龙胜教育托管中心,田心校前街联和小学东侧约50米,113.6047559,23.16942253,113.611284,23.17533201
优越托管辅导中心,龙井路9号,113.6036613,23.54980993,113.6102039,23.55570295
小布丁托管辅导中心,荔城大道洋溪村洋溪路东五巷4号,113.8133302,23.30311592,113.8199142,23.30879884
有家学堂学习共享空间（盈溪路店）,盈溪路149号3楼413-415室,113.4265955,23.11917547,113.4330666,23.12523244
明爱托管辅导中心,锦绣花园北区一座4号铺,113.3160376,22.97762507,113.3225615,22.98351988
赤岗托儿所,赤岗东约539号（宝佳商场对面),113.3143737,23.10489783,113.3208844,23.11081965
彩虹屋幼儿班,新村北街茶园岗综合市场东南侧,113.349537,22.97077304,113.3561066,22.97647636
蓝精灵托管中心,夏园小学西南门西北50米,113.5237893,23.08743625,113.5302333,23.09377257
同步堂托管中心,谢村环村南路64号附近,113.3180879,22.99154167,113.3246051,22.99739971
智多星托管,G9411广隆苑底商,113.5490555,22.78621168,113.5555392,22.79222592
升启教育,小洲村艺术大楼北楼4楼,113.3623106,23.06595288,113.3688569,23.07182352
才智社辅导托管中心,茅岗路茅岗小学南侧约70米,113.4439897,23.11808081,113.4505202,23.12384997
