标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
有隔层可休息，方便很多,南沙,金洲,商业街店铺?1层,南沙心意华庭,50.0,2300.0,1.53,"""地产小区""",113.55433263252097,22.78675220732431,113.56083547067414,22.79267307127542
店内28方左右，店外可外摆差不多三个店面位置,南沙,进港大道,临街门面?1层,港前大道北,27.0,3700.0,4.57,"""道路""",113.61328220415231,22.779729236413865,113.61975339758415,22.785784091179797
的旺铺，后的位置。因实在没人管理，忍痛转让,南沙,大岗,临街门面?1层,东升路,238.0,1.2,1.68,"""道路""",113.24128582850476,23.354494853065075,113.24780321926295,23.3603423888737
旺铺转让，因另有发展,南沙,万顷沙,商业街店铺?2层,新艺光金鑽,68.0,5000.0,2.45,"""购物""",113.55275062668788,22.709749409439906,113.55928001487541,22.715704438335686
成熟社区小吃店转让，店铺周边碧桂园，明珠花园，海棠花园，蜜柚,南沙,进港大道,临街门面?1层,南沙明珠花园,65.0,4000.0,2.05,"""地产小区""",113.56675233500617,22.803205388777589,113.57330821177988,22.808944075210179
临街旺铺转租 精装修近地铁 非诚勿扰,南沙,进港大道,商业街店铺?1-3层,奥园海景城,360.0,1.76,1.63,"""NoClass""",113.54625920158327,22.804014373274307,113.55274997861297,22.810081489358188
金洲地铁口，业主直租，中介勿扰,南沙,金洲,社区底商?1层,越秀天珹,100.91,7800.0,2.58,"""区县""",113.27342648099675,23.13526012014849,113.27984228852596,23.1415761582555
房东直租，，，，，，，，,南沙,大岗,其他?3层,万安小区,25.0,450.0,0.6,"""地产小区""",113.41305100467202,22.813503024758984,113.41951066755147,22.819769429430374
直租，非中介，初次出租，位置好。,南沙,金洲,商业街店铺?1层,南沙金茂湾,33.5,3800.0,3.78,"""地产小区""",113.5274810232089,22.786840671106558,113.5339053729401,22.793152955175619
临街旺铺！人流量大，走鬼也多，对面就是菜市场,南沙,大岗,社区底商?1层,广州金铭家电维修有限公司,90.0,4000.0,1.48,"""生活服务""",113.42747401827434,22.810836119025525,113.43397553120534,22.816883112917759
榄核星海小镇成熟小区商铺招租,南沙,榄核,社区底商?1层,保利星海小镇,49.0,4000.0,2.72,"""地产小区""",113.35827997028849,22.841045966880114,113.36483584726664,22.846853438228693
(出租) 南沙越秀滨海御城商铺出租,南沙,金洲,社区底商?1层,祈丰路与双山大道交叉口,53.0,5300.0,3.33,"""交叉路口""",113.54609689484548,22.798354276940608,113.55258132668877,22.804423069504244
