标题,行政区,地标,具体位置,地址,建筑面积,万/月,元每平方米每天,等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
年前低价转让，限年前出！石井大冈大街临街城中村必经之路！,白云,石井,临街门面?1层,大冈街,100,5280,1.76,"""道路""",113.2462048,23.21361256,113.2527249,23.21954681
不要钱转租，交房租即可,白云,黄石,临街门面?1层,天健云山府,161,6800,1.41,"""地产小区""",113.280614,23.17718102,113.2870599,23.18352383
不要钱转租，交房租即可,白云,黄石,临街门面?1层,天健云山府,161,6800,1.41,"""地产小区""",113.280614,23.17718102,113.2870599,23.18352383
临马路东西全部留下，电脑我带走。春节在广州随时看，直接电话,白云,白云,临街门面?1层,天健云山府,161,6800,1.41,"""地产小区""",113.280614,23.17718102,113.2870599,23.18352383
个人三岔路转角旺铺转让中介不要打电话,白云,石井,临街门面?5层,夏茅综合市场,80,7000,2.92,"""购物""",113.262776,23.22954161,113.2692234,23.2357504
临街商铺 二楼出租 第二人民医院正门旁,白云,江高镇,商业街店铺?1层,广州市白云区第二人民医院,43,1200,0.93,"""医疗""",113.2672626,23.18604655,113.2737271,23.19231747
房东直租 （免租一个月）白云区第二人民医院旁 临街商铺,白云,江高镇,临街门面?1层,江同路14号,45,3200,2.37,"""门址""",113.2409134,23.2789676,113.2474443,23.28481178
空间大  可做餐饮  电商  养生馆  厂房,白云,白云,档口摊位?1层,广州小蜃楼贸易有限公司,90,4300,1.59,"""NoClass""",113.2941765,23.14204437,113.3006095,23.14829161
学校正对面店铺   空间大 店租低 附赠百人微信粉丝群,白云,黄石,社区底商?1层,江夏小学,50,2800,1.87,"""教育""",113.2865809,23.21554996,113.2930199,23.22187077
附近有学校，有的士停车点，可过来看看,白云,广园路,临街门面?1层,客知优(下塘西路店),100,1.6,5.33,"""购物""",113.5661404,22.80747497,113.5726991,22.81322161
千愁音乐餐吧，环境优雅舒适，新装修，网红打卡,白云,永泰,商业街店铺?1层,千愁音乐清吧(原老地方清吧),120,8500,2.36,"""餐饮""",113.310667,23.22603964,113.3171633,23.23202652
横沙商务大厦停车啊出口处,白云,金沙洲,写字楼配套?1层,横沙商务大厦,170,2,3.92,"""商务大厦""",113.2127697,23.16524275,113.2193395,23.17092825
嘉禾广场附近的店铺出租与售,白云,嘉禾望岗,社区底商?1层,荷木隆,66,1200,0.61,"""购物""",113.276347,23.23990092,113.2827616,23.24623108
手机店转让 经营10年老店 因其他大打算 低价转让,白云,京溪,临街门面,银兴路,20,1500,2.5,"""道路""",113.3476739,23.19419124,113.354257,23.19988219
邻白云堡桥底，上下两层（隔楼）大概70个方，适合按摩，洗脚，,白云,白云大道北,临街门面?2层,白云堡桥底停车场,70,1800,0.86,"""城市""",113.2714313,23.13533631,113.27785,23.14163864
营业中养生馆：可做沐足，按摩，理发店。上下复式楼层,白云,白云大道北,临街门面,白云堡桥底停车场,70,1800,0.86,"""城市""",113.2714313,23.13533631,113.27785,23.14163864
营业中修理厂，出租，中介勿扰,白云,黄石,商业街店铺?1层,鹤边坑头南二横路,120,6800,1.89,"""道路""",113.2833893,23.22333107,113.2898173,23.22966489
临街旺铺直租，一共三个门面，空地大方便停靠,白云,广花,商业街店铺?1层,桃源西街,710,2,0.94,"""道路""",113.2570016,23.26697486,113.2634642,23.27309412
联系我时请说在58同城看到的,白云,白云,其他,马沥,1000,8100,0.27,"""村庄""",113.4536005,23.39037294,113.4601573,23.39604956
旺铺低价转让急急急！！！,白云,三元里,社区底商?1层,岗贝路,30,1600,1.78,"""道路""",113.2619502,23.18617196,113.2684286,23.19237489
出租白云广州大道北临街门面,白云,广州大道北,临街门面?1层,恒骏花园(西门),35,1.3,12.38,"""地产小区""",113.3315794,23.18832212,113.3381618,23.19401863
旺铺出租两间，适合任何行业,白云,太和,临街门面?1层,宝树路,50,3800,2.53,"""道路""",113.3615597,23.30704349,113.3681089,23.31290201
超值生意兴隆！学校正门口,白云,东平,商业街店铺,湛江大厦,20,700,1.17,"""商务大厦""",113.2563086,23.14805818,113.2627746,23.15416604
嘉禾望岗餐饮生意转让,白云,嘉禾望岗,临街门面?1层,嘉禾望岗地铁站-D口,86,9000,3.49,"""NoClass""",113.2952712,23.24208308,113.3017047,23.2483163
蛋糕店招租或者小食店,白云,江夏,商业街店铺?1层,大塘大街/江夏大塘大街(路口),1100,5000,0.15,"""地产小区""",113.2514711,23.11305798,113.2579534,23.1190816
转让白云远景路商业街旺铺（烧烤精酿宵夜）中介勿扰,白云,机场路,商业街店铺?1层,棠景路167号,93,1.4,5.02,"""门址""",113.2617252,23.1793354,113.2682017,23.18553454
8千急转育贤小学对面的商铺，后边直通小区的铺面,白云,永泰,档口摊位?1层,广州市白云区育贤小学-东北门,30,1500,1.67,"""NoClass""",113.30852,23.2303901,113.3150045,23.23641434
因老婆回乡下生小孩家里没人照顾，店铺是中的，所以忍痛转让,白云,竹料,临街门面?1层,竹料大道18幢,90,900,0.33,"""门址""",113.3788094,23.36751391,113.3852588,23.37366129
交通便利百信旁边附近菜市场,白云,新市,商业街店铺?1层,大埔南一街,70,6000,2.86,"""道路""",113.262211,23.20207376,113.2686852,23.20827974
谢家庄村委会商业铺租用楼，,白云,太和,商业街店铺?2层,谢家庄农贸综合批发市场,2000,4500,0.08,"""NoClass""",113.3601705,23.30505499,113.3667239,23.31089148
急转！急转！因有急事需回老家，门面转让，适合一到两人做,白云,新市,商业街店铺?1层,云和月青年居舍,30,2300,2.56,"""宾馆""",113.2744283,23.19678804,113.28088,23.20311727
“由于本人个人原因，现转让旺铺一间，有意者可约谈”。,白云,机场路,临街门面?1层,菜鸟驿站(棠下南街),70,3900,1.86,"""道路""",113.2620844,23.17991246,113.2685602,23.18611686
地铁口超大流量必经之路底商旺铺,白云,永泰,临街门面?1层,蓝堡青年社区,118,4700,1.33,"""地产小区""",113.3115502,23.23221634,113.3180442,23.23818638
顾客稳定 人口交集地带,白云,永泰,社区底商,元下田南路,118,4700,1.33,"""道路""",113.3065872,23.22021378,113.3130746,23.22627416
坐车方便，便民车直达地铁站，马路边停车方便,白云,永泰,商业街店铺,元下田南路15号,118,4700,1.33,"""门址""",113.3075055,23.22019203,113.3139962,23.22623626
永泰，周边都是写字楼，旺铺转让，早餐店，价格可以商量。,白云,永泰,商业街店铺?1层,利都商务中心-C座,40,2600,2.17,"""商务大厦""",113.3081978,23.2251242,113.3146861,23.23115516
附近金铂商超，人流密集，直播基地,白云,嘉禾望岗,商业街店铺,靓点美甲美容,40,3388,2.82,"""休闲娱乐""",113.2865991,23.24483052,113.2930147,23.25114642
京溪临街旺铺招租，可做很多行业，诚邀加盟,白云,京溪,商业街店铺?1层,麦地村,65,1.8,9.23,"""村庄""",113.3286155,23.18921415,113.3351926,23.1949368
粮油店转让，一个人忙不开，要照顾小孩。,白云,金沙洲,档口摊位,保利西海岸,40,3000,2.5,"""地产小区""",113.2188535,23.17657995,113.2254379,23.18224396
高流量十字路口 附近生活设施齐全 高端公寓 流量稳定,白云,永泰,临街门面?1层,元下田南路15号,105,5000,1.59,"""门址""",113.3075055,23.22019203,113.3139962,23.22623626
白云同和天健创意园109.51平米临街商铺层高6米可做复式,白云,同和,写字楼配套?1层,天健创意园,109.51,1.2,3.67,"""工业园区""",113.3377496,23.20693403,113.3443311,23.21259891
几家店，无法经营。忍痛转让,白云,东平,临街门面,逸米酒店(广州东平店),110,7000,2.12,"""宾馆""",113.2718242,23.15275022,113.2782537,23.15905789
房租7k，客源稳定。另有发展，,白云,东平,临街门面,逸米酒店(广州东平店),110,7000,2.12,"""宾馆""",113.2718242,23.15275022,113.2782537,23.15905789
人气旺，靠近地铁口，商场人流量不断,白云,江夏,商业街店铺?1层,江夏地铁站-A口,45,2500,1.85,"""区县""",114.3285513,30.38156422,114.3350756,30.38754287
同和榕树头路（紫竹微排理疗中心）低价转让,白云,同和,社区底商?1层,榕树头路,60,2000,1.11,"""道路""",113.3340416,23.2138277,113.3406141,23.21950538
人流旺生意稳定，有团购量，有数百个牛奶会员,白云,白云,商业街店铺?2层,解放庄路,25,3280,4.37,"""道路""",113.2962239,23.22293362,113.3026749,23.22915746
嘉禾望岗濠边街装修精美（美甲美容店）旺铺转让,白云,嘉禾望岗,临街门面?1层,濠边街,45,4240,3.14,"""道路""",113.2860223,23.2413679,113.2924384,23.24768738
白云永泰品牌（包馔夜包子）旺铺转让,白云,永泰,临街门面?1层,永泰,35,1.03,9.81,"""区县""",118.9384307,25.87278726,118.9448744,25.87898779
一楼临街商铺，门前可停车，近地铁公交站，距广州白云站2km+,白云,同德围,临街门面?1层,方舟医疗门诊部,500,1,0.67,"""医疗""",113.2445697,23.18395424,113.2511078,23.18986276
房东直租，店铺在村口位置，周围人流量大,白云,嘉禾望岗,写字楼配套?1层,大一商务楼,40,4300,3.58,"""商务大厦""",113.2847298,23.23976751,113.2911453,23.24609354
租金3612元押金有7200元,白云,太和,临街门面,荫兰东路与荫兰西路交叉口,100,3600,1.2,"""交叉路口""",113.366792,23.30758734,113.3733231,23.31353448
人和食品粮油日用品批发（单间商铺50-80平方米）,白云,人和,档口摊位?1层,人和大街,15000,3000,0.01,"""道路""",113.3099201,23.34369388,113.316416,23.34969453
京溪路天河星荟临街旺铺B出租,白云,京溪,临街门面?1-2层,圣地天河星荟,140,2.6,6.19,"""区县""",113.3685094,23.13035784,113.3749952,23.13632732
京溪路天河星荟临街旺铺A出租,白云,京溪,临街门面?1-2层,圣地天河星荟,120,2,5.56,"""区县""",113.3685094,23.13035784,113.3749952,23.13632732
本商铺上下两层共160个平方，地理位置好,白云,均禾,商业街店铺?1层,广州富力城-南区,160,2.4,5,"""NoClass""",113.2692325,23.25265806,113.2756541,23.25894129
设备齐全，有厨房，接受即可营业,白云,人和,临街门面?1层,人和地铁站-B口,50,2700,1.8,"""乡镇""",113.3075988,23.33562447,113.3140945,23.34166801
十字路口转角位3个门面,白云,人和,临街门面?1层,人和大街,30,4500,5,"""道路""",113.3099201,23.34369388,113.316416,23.34969453
铺面转让，铺面招租，可空转,白云,石井,临街门面?1层,大冈街,45,2480,1.84,"""道路""",113.2462048,23.21361256,113.2527249,23.21954681
五年老店因为发展需要嫌店面太小了，有需要的可以来周边考察,白云,白云,临街门面?1层,科甲北街,37,2500,2.25,"""道路""",113.2958464,23.2595437,113.3022821,23.26576962
人流量大，对面富力半岛小区必经之路。商业中心地带。个人直租,白云,罗冲围,临街门面,增槎路,87,2.8,10.73,"""道路""",113.2318327,23.15191917,113.2383812,23.15764097
龙归地铁站南邻村商铺大楼出租,白云,龙归,临街门面,双龙花园,200,1.4,2.33,"""地产小区""",113.3058,23.27718832,113.3122819,23.28326188
位置在环滘几万人的大型社区！,白云,石井,商业街店铺?5层,环滘向东大街,58,1600,0.92,"""道路""",113.2530267,23.22587301,113.2595098,23.23192541
转让白云嘉禾望岗临街门面,白云,嘉禾望岗,临街门面?1层,广东省广州市白云区军民中路17号,40,3000,2.5,"""门址""",113.2747177,23.22926016,113.2811415,23.23558519
龙归地铁站南邻村商铺大楼招租,白云,龙归,临街门面,双龙花园,200,1.4,2.33,"""地产小区""",113.3058,23.27718832,113.3122819,23.28326188
广东技师范第二食堂消费人群学生,白云,江高镇,档口摊位,广东技术师范大学(白云校区),40,1,8.33,"""教育""",113.2217235,23.2861868,113.2282993,23.2918498
望南公园对面发廊转让中介勿扰勿打扰,白云,嘉禾望岗,临街门面?1层,望南党建公园,20,1500,2.5,"""旅游景点""",113.2848605,23.24023373,113.2912759,23.24655913
3号线京溪南方医院地铁站大马路边公寓转让,白云,京溪,临街门面,麦地东街,1000,4.4,1.47,"""道路""",113.3299986,23.19028646,113.3365785,23.19599605
大面积店铺可做餐饮或用于闲置仓库放物品！,白云,永泰,商业街店铺?1层,潮族味美食(新海Park店),85,2600,1.02,"""工业园区""",113.3065466,23.23731168,113.3130186,23.24336965
炭炉鸡煲，急转，便宜便宜转了??,白云,黄边,临街门面,西域美食员村店(员村南街店),66,3600,1.82,"""餐饮""",113.2745422,23.22731283,113.280968,23.23363737
旺铺转让。压金22000，合同还有2个月,白云,石井,临街门面,广东省广州市白云区红星亭岗东一街,75,7300,3.24,"""道路""",113.2359338,23.22199524,113.2424786,23.22776664
地址位置靠白云国际会议中心，周围是写字楼，客源稳定,白云,新市,商业街店铺,云城街道,800,8,3.33,"""乡镇""",113.2774772,23.19968682,113.2839253,23.2060272
出租白云景泰临街门面(原44号烘焙屋，烧腊档),白云,景泰,临街门面,景泰直街,50,1.9,12.67,"""道路""",113.2760731,23.16808565,113.2825131,23.17441997
找房东租下的签合同3年在路边,白云,太和,商业街店铺,吉达物流(太和地铁站D出口),50,3000,2,"""生活服务""",113.3526248,23.30509249,113.3591989,23.31082796
东园北街14号店铺转让月租1100，可做餐饮外卖，有营业执照,白云,同和,档口摊位,倚山翠庭,38,1100,0.96,"""地产小区""",113.3296707,23.20417109,113.3362449,23.20988259
临街，金铂天地附近，十字路口，人流量特别大,白云,嘉禾望岗,临街门面?2层,大岭北街,380,2.4,2.11,"""道路""",113.2827804,23.24681752,113.2891921,23.25314981
证件齐全，营业中，接手,白云,广花,临街门面?1层,新鑫汽车养护中心(龙塘路店),240,7500,1.04,"""道路""",113.6285823,23.13989803,113.6350079,23.14617633
（诚意推铺）人流量大，设备齐全，新装修位置好，急转,白云,白云大道北,临街门面?1层,新鑫汽车养护中心(龙塘路店),200,7500,1.25,"""道路""",113.6285823,23.13989803,113.6350079,23.14617633
地段在永康路十字路口位置招牌显眼人流大客源稳定,白云,永泰,商业街店铺?2层,永康路238号,230,8000,1.16,"""门址""",113.3115563,23.23234942,113.3180502,23.23831933
适合湘菜馆，木桶饭，烧腊快餐有意者实地考察,白云,嘉禾望岗,临街门面?1-5层,夏茅综合市场,80,7000,2.92,"""购物""",113.262776,23.22954161,113.2692234,23.2357504
超市门口隔壁位置，有超市，写字楼，配套设施齐全,白云,白云,商业街店铺?3层,嘉和新时代广场,120,7.2,20,"""商务大厦""",113.2761174,23.223283,113.2825458,23.22961514
附近都住满了人可实地考察,白云,同德围,社区底商?6层,同德地铁站-A口,40,1800,1.5,"""乡镇""",113.239521,23.17273695,113.2460694,23.17856225
出租白云区南湖半山东苑临街旺铺,白云,同和,临街门面?1层,南湖半山东苑,37,2500,2.25,"""地产小区""",113.3505738,23.22886745,113.3571243,23.2345764
出租白云区江高镇商业街店铺,白云,江高镇,商业街店铺?1-6层,何布村,50,3500,2.33,"""村庄""",113.2246174,23.28817766,113.2311934,23.29384954
出租白云江高镇临街门面,白云,江高镇,临街门面?1层,广州大学公寓(广师技学院店),40,3500,2.92,"""宾馆""",113.2215328,23.28874362,113.2281111,23.29440683
正在营业餐馆转让包所有设备接手就可以开档营业,白云,龙归,临街门面,广东省广州市白云区夏良北王田路,120,3800,1.06,"""道路""",113.3298989,23.28768654,113.3364669,23.29339458
精致临街商铺，勿错过。,白云,聚龙,临街门面,白云欣凯科创园,132,8500,2.15,"""工业园区""",113.243562,23.19073102,113.2501046,23.19662267
仓库二楼转让(可当仓库,白云,太和,其他,永兴牛岗中街,470,3800,0.27,"""道路""",113.3379292,23.27842408,113.344497,23.28408574
白云区石井石沙路临街商铺原电器行业大空地带停车场户型方正,白云,石井,临街门面?1层,石井,316,90,0.01,"""乡镇""",113.2322493,23.21205775,113.238813,23.21778718
临街商铺出租，可做美容美发、烟酒等无污染行业,白云,均禾,商业街店铺?1层,清湖苏元庄街,78,3800,1.62,"""道路""",113.2917486,23.27089341,113.2981826,23.27716914
商铺位置旺 客流量大 在人和地铁站、华通广场旁,白云,人和,商业街店铺?1层,华通广场,30,8000,8.89,"""购物""",113.3022655,23.34038724,113.3087375,23.34652108
出租（售）白云区西槎路临街门面铺,白云,同德围,临街门面?1层,广东省广州市白云区同雅街10-、12号,50,6500,4.33,"""门址""",113.2416628,23.17370276,113.248205,23.17956175
旺铺转让 个人 广州白云区东平地铁E出口,白云,东平,临街门面?1层,地铁白云东平站,109,9000,2.75,"""地产小区""",113.3153655,23.25387679,113.3218656,23.2597786
旺铺店铺转让东平e出口店铺外面可以出租4个摊位,白云,东平,临街门面?1层,东平村,109,9000,2.75,"""村庄""",113.3249188,23.26125656,113.3314516,23.26701384
转让有固定客源的清吧,白云,三元里,商业街店铺,益寿路/三元里大道(路口),60,5500,3.06,"""道路""",113.2546929,23.17674556,113.261191,23.18283129
成人用品中高端实体转让，转店公司请勿打扰，请别浪费彼此时间,白云,梅花园,临街门面?1层,黄猄坳上街,30,3200,3.56,"""道路""",113.3260172,23.18117195,113.3325864,23.18692268
生意转让  另有其余发展现转让,白云,钟落潭,临街门面,广州众诚车汇汽车维修一站式服务中心,750,1.8,0.8,"""汽车服务""",113.364956,23.37253684,113.3714549,23.37844406
一手房东，房东好说话，离地铁口100m。街上人非常多,白云,同和,商业街店铺?1层,石握路,65,1.6,8.21,"""道路""",113.3295743,23.20163364,113.3361498,23.20734635
本人转行，旺铺转让，,白云,同和,商业街店铺,石握路,65,1.6,8.21,"""道路""",113.3295743,23.20163364,113.3361498,23.20734635
帽锋山铜罗弯水库脚下,白云,太和,其他?1层,捞喜农庄,800,3800,0.16,"""餐饮""",113.4412162,23.31210142,113.4477744,23.31791685
临街铺面，人流量大，租金便宜，可商，适合刚创业者,白云,金沙洲,社区底商?1层,横沙村,65,2700,1.38,"""村庄""",113.0761904,23.38836108,113.0827015,23.39425072
（转让）位于白云北街35号，35平快餐店,白云,新市,档口摊位?1层,白云北街35号102铺,35,1500,1.43,"""门址""",113.2682782,23.19468585,113.2747403,23.20096753
干净整洁舒适，有停车位,白云,龙归,档口摊位?1层,长红双和西街,40,250,0.21,"""宾馆""",113.3016512,23.26801036,113.3081102,23.2741519
地段好，生意好，有事回家急转,白云,白云,其他,解放庄,70,2800,1.33,"""城市""",113.2714313,23.13533631,113.27785,23.14163864
线上蛋糕店新开不到一年，可空转可设备转让,白云,嘉禾望岗,临街门面,广东省广州市白云区西怀南街西五巷7号,75,1800,0.8,"""门址""",113.2746509,23.16844305,113.2810925,23.17477134
新装修 花了那40多万装修 ，周围商圈 住宅区加办公楼,白云,同德围,商业街店铺?1层,恒丰商务楼,155,8600,1.85,"""商务大厦""",113.242959,23.16032554,113.2494844,23.16620318
有证中药饮片厂出租转让合作,白云,白云大道北,临街门面?1层,天河南,10000,10,0.33,"""乡镇""",113.333296,23.13509603,113.3398423,23.14077291
急转，发廊地理位置好，人流量大，接手可以营业。中介勿扰,白云,嘉禾望岗,商业街店铺?2层,米兰造型,60,3500,1.94,"""休闲娱乐""",113.6228531,23.12229697,113.6292919,23.12850577
临街旺铺，人流多，交通便利,白云,太和,商业街店铺?1层,快乐童年幼儿园(长新路),100,1,3.33,"""教育""",113.3659299,23.30223047,113.3724626,23.30816223
人和高速旁首层400-1200平仓库出租即租即用,白云,人和,其他?1-3层,北二环高速,1000,3,1,"""道路""",113.2242262,23.31620586,113.230813,23.32187829
白云区首层306平方汽车修理厂出租,白云,东平,其他?1层,白云东平,306,9180,1,"""地产小区""",113.3153655,23.25387679,113.3218656,23.2597786
出租白云大道旁20000平方已硬化空地 有手续,白云,东平,其他?1层,白云东平,20000,30,0.5,"""地产小区""",113.3153655,23.25387679,113.3218656,23.2597786
商业中心，独栋写字楼。,白云,均禾,写字楼配套?3层,新石路,1200,2,0.56,"""道路""",113.2781107,23.2623278,113.2845256,23.26866276
周边是商住商圈，有市场，有手工档，有美容美发店，居住人口多,白云,竹料,社区底商?1-2层,良城三路,120,2160,0.6,"""道路""",113.1680009,23.37963824,113.1744197,23.38594485
2500户大型老小区店铺转让(含店铺押金一起转),白云,黄边,商业街店铺?1层,方圆云山诗意,60,9000,5,"""NoClass""",113.2985124,23.2256984,113.3049672,23.23188956
八千急转通铺，前边是育贤小学后边直通小区的铺位,白云,白云大道北,临街门面?1层,广州市白云区育贤小学-东北门,30,1500,1.67,"""NoClass""",113.30852,23.2303901,113.3150045,23.23641434
周边创业园多，上班族多，做快餐,白云,嘉禾望岗,临街门面?1层,德力尹边创意园-A栋,52,4980,3.19,"""商务大厦""",113.3571601,23.18392916,113.3637221,23.18972118
旺铺转让，生意转让，,白云,永泰,商业街店铺,永泰小学,38,3500,3.07,"""教育""",113.3124733,23.23017598,113.3189724,23.23613004
旺铺转让1万，整店带货转让，生意街铺转让,白云,永泰,商业街店铺?1层,永泰商业步行街,21,2800,4.44,"""城市""",113.2714313,23.13533631,113.27785,23.14163864
本店转让，商业住宿区，位置好，本人回去带小孩读书，急让,白云,嘉禾望岗,商业街店铺,嘉禾望岗上胜东街,45,2800,2.07,"""城市""",113.2714313,23.13533631,113.27785,23.14163864
一楼商铺可做小仓库或者店铺  欢迎咨询,白云,江高镇,商业街店铺?1层,大岭村总站,160,3200,0.67,"""村庄""",113.4839169,22.99092803,113.4904279,22.99681926
急转！急转！因个人身体健康发生意外现低价转让,白云,黄石,写字楼配套?2层,鸿盛棋牌,280,1.5,1.79,"""休闲娱乐""",113.2753377,23.20985376,113.2817801,23.21618554
临街店面。附近3个大型小区周边人流大,白云,罗冲围,临街门面,高桥路67号,25,3300,4.4,"""门址""",113.237505,23.15277656,113.2440401,23.15856834
白云永泰地铁口写字楼 办公室 电商 培训机构 美容院 创意园,白云,白云大道北,写字楼配套?1层,永泰汇嘉广场,70,3500,1.67,"""NoClass""",113.3136855,23.22635264,113.3201924,23.23228614
白云区江高镇回头客包饼店。档口红火，价格公道，非诚勿扰。,白云,江高镇,社区底商?1层,凤翔中路,50,1500,1,"""道路""",113.2221775,23.26424589,113.2287325,23.26990547
白云区江高亿达广场的汉堡店，单量稳定，中，另有发展,白云,白云,商业街店铺,夏花三路,60,5500,3.06,"""道路""",113.2437971,23.28072827,113.2503202,23.28662001
"可整转/空转/低价转让,三万,主要和伙人太懒了,不想干",白云,永泰,临街门面?1层,永平街道,35,3800,3.62,"""乡镇""",113.3100839,23.24038881,113.316567,23.24638379
经营中品牌奶茶店转让,白云,京溪,临街门面?1层,SUNLTH森林子(京溪店),22,7650,11.59,"""NoClass""",113.3402403,23.18369429,113.3468284,23.18935809
近白云机场，客源多，证件齐全，房间18间，租金便宜，租期长,白云,人和,商业街店铺,矮岗幼儿园,750,5300,0.24,"""教育""",113.295765,23.36527113,113.3021985,23.37149773
精致装修，白云区金沙州住宅区与商场出入口美容院转,白云,金沙洲,商业街店铺?1层,金沙洲,140,8000,1.9,"""购物""",113.214355,23.16218572,113.2209237,23.16786127
会员800个，白云区富力半岛小区门口一楼美容院转让,白云,同德围,商业街店铺?1层,富力半岛花园,125,7500,2,"""地产小区""",113.2335563,23.14790474,113.2400973,23.15364471
天河白云区交界处近地铁口7个包间一楼美容院转让,白云,梅花园,商业街店铺?1层,梅花园,150,111,0.02,"""地产小区""",113.8721396,23.2899509,113.8785854,23.29626598
白云区新市经营中500方汽车美容店转让,白云,嘉禾望岗,商业街店铺?1层,嘉禾望岗,600,111,0.01,"""村庄""",113.2882092,23.24522899,113.2946268,23.25153404
（个人）白云同德围骏荣广场茶室转让（面谈）,白云,同德围,临街门面?1层,骏荣商业广场,80,6000,2.5,"""购物""",113.2447099,23.18001429,113.2512459,23.18592486
白云区京溪地铁口一楼美容院转让，6个包间,白云,京溪,商业街店铺?1层,京溪,200,111,0.02,"""乡镇""",113.3352356,23.18783196,113.3418225,23.19350646
全新装修，低价急转白云区江夏汽车美容店，位置极棒,白云,江夏,商业街店铺?1层,江夏,500,111,0.01,"""区县""",114.3285513,30.38156422,114.3350756,30.38754287
白云区江夏近鹤边精装修汽车美容店转让，交通方便,白云,江夏,商业街店铺?1层,江夏,500,2.8,1.87,"""区县""",114.3285513,30.38156422,114.3350756,30.38754287
公寓转让！白云区太和公寓转让！,白云,太和,其他?2层,罗洞村口,380,3000,0.26,"""村庄""",113.3020546,23.09430979,113.3085323,23.10044833
《出租》白云京溪临街门面,白云,京溪,临街门面?1层,京溪中路16号,60,4600,2.56,"""门址""",113.3351471,23.18765382,113.3417339,23.19332871
位于马路边人流量大 附近有学校 医院 步行街,白云,太和,临街门面,朝亮中路,35,4000,3.81,"""道路""",113.3649138,23.30013162,113.3714492,23.30604562
嘉禾望岗地铁附近首层800平方物流电商仓库出租,白云,嘉禾望岗,其他?1层,广东省广州市越秀区吉祥路79号,800,2.4,1,"""门址""",113.271429,23.13533647,113.2778476,23.14163879
临街9间商铺整租，可做生活服务类行业，不可做明火饮食。,白云,广花,商业街店铺?1层,岗贝路994号,320,3,3.13,"""门址""",113.2591049,23.18543281,113.265592,23.19159262
因小孩上学问题，需回家发展店铺转让,白云,嘉禾望岗,临街门面,鹤北街,65,3500,1.79,"""道路""",113.2740952,23.22574274,113.280523,23.23206526
足疗店百龄足修脚按摩店,白云,新市,商业街店铺?1层,棠安路,80,9000,3.75,"""道路""",113.2632922,23.1967603,113.269766,23.20298192
桌球室台球室转让，4张钢库中式台球桌，一个棋牌，电脑计费系统,白云,太和,社区底商?1层,大源村,140,2900,0.69,"""村庄""",113.3561419,23.25182506,113.3626687,23.2575954
酒店有客房60多间，商铺有4个,白云,三元里,临街门面,鸿运大酒店(三元里大道棠溪针车城店),2800,16,1.9,"""NoClass""",113.2589839,23.18882423,113.2654719,23.19498224
近马路边近商场近公车站近学校,白云,沙太中,其他?1层,大源中路,60,1,5.56,"""道路""",113.3572653,23.25440596,113.3637894,23.26019172
临街中生意转让，空转均可n,白云,黄石,临街门面?1层,泰源生活超市(江夏店),70,5000,2.38,"""购物""",113.3140098,23.25142446,113.3205048,23.2573496
南方医院小北门旺铺低价速度转让，设备齐全，水电自缴,白云,白云大道北,临街门面?1层,蟾蜍石西街,45,3900,2.89,"""道路""",113.3382076,23.19638519,113.3447954,23.20205046
出租白云三元里临街门面,白云,三元里,临街门面?1层,北站路36号,25,2000,2.67,"""门址""",113.2575246,23.17112709,113.2640087,23.17725973
旺铺出租∥东旺食品国际批发市场，双铺出租啦！年底低价出租~,白云,罗冲围,档口摊位,东旺食品综合批发市场,120,1.72,4.78,"""NoClass""",113.2298957,23.17621441,113.2364708,23.18192232
中学对面的临街店铺，有停车位，临近多个公交车站，交通便利。,白云,钟落潭,临街门面?1层,蟠龙路3号102铺,50,3000,2,"""门址""",113.4151927,23.3920006,113.4216356,23.39823711
新店急转，回老家结婚，非诚勿扰,白云,嘉禾望岗,临街门面?1层,上胜创意园,30,3800,4.22,"""NoClass""",113.29034,23.23894099,113.2967638,23.24522889
新店急转，回老家结婚，非诚勿扰,白云,嘉禾望岗,商业街店铺,美馨小区,30,3800,4.22,"""地产小区""",113.2909691,23.23906776,113.2973941,23.24534972
毗邻三个学校，梓元岗皮具城和铁路住宅区,白云,桂花岗,商业街店铺?1层,走马岗小区,50,2900,1.93,"""地产小区""",113.2636303,23.15884096,113.2700836,23.16506315
大源村店铺转让，有意者联系 非诚勿扰,白云,太和,社区底商?1层,易购便利店(大源田心西路二街店),1,2700,90,"""道路""",113.356419,23.25596483,113.3629458,23.26173905
美甲店旺铺转让带阁楼阁楼比楼下还宽,白云,嘉禾望岗,其他,香江公寓(望岗东胜街店),25,1550,2.07,"""道路""",113.2856145,23.24459637,113.292029,23.25091779
繁华商业街生意稳定宾馆公寓转让,白云,新市,商业街店铺?1-6层,福来公寓,800,1.55,0.65,"""宾馆""",113.2663391,23.19725657,113.2728048,23.20351682
一手房东，好商铺，好,白云,均禾,临街门面?1层,罗岗街15号,25,2000,2.67,"""门址""",113.277134,23.25394684,113.2835458,23.26027892
旺铺转让，十字路口，人手不足。,白云,均禾,商业街店铺?1层,长红双和东街,30,1800,2,"""宾馆""",113.3016512,23.26801036,113.3081102,23.2741519
金碧新城临街一手旺铺,白云,石井,社区底商?1层,石槎路,18.8,2500,4.43,"""道路""",113.2489937,23.20013159,113.2555143,23.20611716
