托育店铺,地址,GCJ02经度,GCJ02纬度,等级
阳光托管,榄元新街18-1号,113.4080317,23.20749588,"""教育"""
博尔斯托管,市桥光明南路67号,113.3761419,22.94845641,"""教育"""
艾比家托育,富景苑8街17号,113.366622,22.98141787,"""教育"""
智趣谷国际托育早教中心,福翠路南国奥园悉尼商业街3座1-6,113.3335847,22.9971391,"""地产小区"""
翎羽托管中心,沙园三街南一号103室,113.2774003,23.09795739,"""教育"""
大朗托育中心,大朗中路146号,113.2670231,23.24763994,"""村庄"""
爱尚园丁托管之家,盈翠路与东晓南路辅路交叉口东80米,113.2817032,23.10661145,"""餐饮"""
小鲸妈妈托育中心（翠湖中心校区）,黄埔大道翠湖山庄,113.3660871,23.13872663,"""地产小区"""
新加坡中英文双语爱童宝贝之家,天河北路中天购物城三楼,113.3379934,23.15382784,"""教育"""
新爱婴早教托育,中新恒大山水城二期领峰南二街号,113.3418985,23.13347946,"""NoClass"""
优质托管,望亭路15-37号,113.1996249,23.3813891,"""教育"""
阳光托管,榄元新街18-1号,113.4080317,23.20749588,"""教育"""
幼而学教育,海润大街30号,113.5478947,22.78954249,"""教育"""
童颜心童颜托育早教中心,大沙北路123号政法楼2楼201室,113.4704534,23.12075127,"""地产小区"""
学乐托管,教育东路7号附近,113.1664461,23.47468528,"""门址"""
明特教育（广园校区）,广园中路208号210室、211室、212室、227室、228室,113.2842827,23.17074813,"""教育"""
FAMIC放我家托育·早教(富力城园),丽城路富力城B6栋102室,113.2740088,23.25664276,"""楼号"""
搏思特托管,石决路45号,113.3343398,23.20653842,"""教育"""
雅萧托管中心,九石岭路与履泰西街交叉口北20米,113.2802858,23.20564404,"""交叉路口"""
阳光托管,荔香二街23号附近,113.4594361,23.10995756,"""门址"""
盛禾学舍,基立下道45号107室,113.2892363,23.11669383,"""NoClass"""
爱尔福婴幼中心（广州中航城）,青星街122号201-213,113.6846362,23.28498056,"""地产小区"""
Tiny Hands 泰尼汉托育,黄沙大道御景一号（素会旁边）,113.2475096,23.12243537,"""地产小区"""
心子绿学园,南村镇江南村江南桃园路4号,113.3776459,23.00417496,"""教育"""
龙博士双语托育中心,洛浦街如意路2号奥林匹克大厦首层113铺,113.3206099,23.05523967,"""地产小区"""
燕燕幼儿托管所,高第村4号,113.5965696,23.55966222,"""教育"""
学无优托管中心,荔城大道241号,113.8205943,23.30736324,"""教育"""
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂,113.3476366,23.03619762,"""NoClass"""
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）,113.2619121,23.13755064,"""教育"""
五六点智慧托管（NO.GD-广州-060店）,元塘路6号,113.3210583,23.02990922,"""门址"""
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学,113.3381792,22.98708796,"""商务大厦"""
字游空间托管,下沙新村西大街七号,113.239343,23.21210659,"""门址"""
学而乐托管中心,大同村乐宜路51号,113.4047165,22.90459072,"""教育"""
燕燕幼儿托管所,高第村4号,113.5965696,23.55966222,"""教育"""
学无优托管中心,荔城大道241号,113.8205943,23.30736324,"""教育"""
星慧托育中心,星河大道西广州星河湾国际公寓首层大堂,113.3476366,23.03619762,"""NoClass"""
阳光学园,中山七路锦龙北1号（陈家祠地铁站B口步行200米）,113.2619121,23.13755064,"""教育"""
五六点智慧托管（NO.GD-广州-060店）,元塘路6号,113.3210583,23.02990922,"""门址"""
思培托育（育英校区）,钟村街钟三村大地塘隆辉创业公馆A座105107号育英小学,113.3381792,22.98708796,"""商务大厦"""
字游空间托管,下沙新村西大街七号,113.239343,23.21210659,"""门址"""
学而乐托管中心,大同村乐宜路51号,113.4047165,22.90459072,"""教育"""
芳草园托管教育中心,华景北路与景邮路交叉口西南40米,113.3504443,23.15418289,"""地产小区"""
慧爱托育,石井街石安路181号,113.2409677,23.21511808,"""教育"""
五联小学-小太阳托管中心,学校南路15号,113.6749746,23.33893574,"""教育"""
优越教育,塘东路南安小学西侧约120米,113.5677804,23.12453315,"""教育"""
羊城教育,景云路45号,113.2885839,23.1775122,"""门址"""
新起步托管（榨粉街）,中山四路榨粉街88号605房,113.2857993,23.14085787,"""餐饮"""
海洋之家,尚景路112号,113.6073687,23.54482537,"""教育"""
明智教育,兴贤路大石小学北侧约30米,113.3226354,23.03060213,"""教育"""
安心托管,新墩庄围路南安小学东侧约80米,113.5707736,23.1244942,"""教育"""
乐涵教育亚运城校区,兴亚三路32亚运城国际区A区F2层,113.4952296,22.956594,"""教育"""
晨曦幼儿托管中心,沧头华东五巷2号,113.4654827,23.11467313,"""教育"""
红梅托管,新1栋302室（近农林下路小学）,113.3106823,23.1454916,"""教育"""
启智托管班,潭洲潭山路14号,113.4048068,22.79426896,"""教育"""
向日葵托管,"朱村大街117号（近324国道,朱村牌坊北550米）",113.7085145,23.28938663,"""教育"""
知了托管,大石街岗东路4号2楼整层,113.3214793,23.02831596,"""教育"""
尚清教育,陶然庭苑南门旁,113.3734146,23.15374074,"""教育"""
益童教育,优山悦海美麓花园B7-110商铺,113.6180303,22.77099553,"""教育"""
几米稚家家庭式托育,祈福新邨B区16街86号,113.3562601,23.04309522,"""门址"""
帕思教育,凤岗四巷77号e105号,113.5583235,22.79927879,"""门址"""
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室,113.2548634,23.08239218,"""教育"""
优学邦教育,背坪北五街柯木塱大厦东侧约160米,113.3599665,22.91417809,"""道路"""
烨子早教托管中心,茅岗坑田祠堂街2号,113.4503181,23.11689121,"""教育"""
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室,113.355178,23.15489194,"""商务大厦"""
达慧童乐托育园,芳兴路84号旧龙华宾馆,113.2180358,23.12118415,"""休闲娱乐"""
益童教育,优山悦海美麓花园B7-110商铺,113.6180303,22.77099553,"""教育"""
几米稚家家庭式托育,祈福新邨B区16街86号,113.3562601,23.04309522,"""门址"""
帕思教育,凤岗四巷77号e105号,113.5583235,22.79927879,"""门址"""
奇乐青少年成长中心,鹤洞路广钢新城中海花湾壹号锦御二街B3-号122室,113.2548634,23.08239218,"""教育"""
优学邦教育,背坪北五街柯木塱大厦东侧约160米,113.3599665,22.91417809,"""道路"""
烨子早教托管中心,茅岗坑田祠堂街2号,113.4503181,23.11689121,"""教育"""
米娜英语托育园,天润路467金碧翡翠华庭商务楼五楼502室,113.355178,23.15489194,"""商务大厦"""
达慧童乐托育园,芳兴路84号旧龙华宾馆,113.2180358,23.12118415,"""休闲娱乐"""
骄子之家托管中心,烟墩新街21号,113.3116721,23.13386839,"""门址"""
全优?贝贝托育中心（融创店）,广州融创雪域澜庭A2区（天贵路东),113.2470467,23.43910145,"""休闲娱乐"""
阳光托管,大纲领幼儿园东南,113.3723121,23.36314066,"""教育"""
慧星国际儿童教育,保利·西海岸汇海花园8栋负1层02号,113.2221239,23.1854482,"""教育"""
科翰教育（荔园新天地店）,西环路1502号荔园新天地F2层,113.3585836,22.9305467,"""教育"""
儒德托管,银利街285号,113.3327644,23.18088119,"""教育"""
童学家托育中心,沙湾路与市良路交叉口南100米,113.3602403,22.91453987,"""交叉路口"""
励尚教育 大风车托管,石榴岗路信步中街43号,113.3474377,23.09975176,"""教育"""
初心童心国际托育园,保利天悦28栋301室,113.3929755,23.11401133,"""教育"""
吖哆哆国际婴幼儿托育中心新塘社区园,凤凰北横路230-232号,113.6065995,23.1474775,"""教育"""
安贝斯早教托育中心,凤凰北路25-4号,113.2454391,23.40402502,"""门址"""
优学托,Y769（新庄小学西北侧),113.2450105,23.48897995,"""教育"""
培英前程托管中心,工业大道广纸北一路东四街4号铺,113.2145742,23.39946022,"""教育"""
康悦托管培育中心,天贵路50号美华新村3号楼商铺（五洲幼儿园隔壁）,113.2370333,23.39509906,"""教育"""
小状元托管,梅花街共和五巷30栋101室,113.7908804,23.50025355,"""教育"""
俊才托管铺导班,聚龙苑西门北90米,113.4475469,22.96605889,"""地产小区"""
向日葵托管辅导,边岗西路9巷6号,113.4051126,22.97570218,"""教育"""
Sunny艺术托管中心,教育街大龙社区西侧,113.451483,22.96976074,"""教育"""
春苗托管,小北路丹桂里15号302室,113.283157,23.14505235,"""NoClass"""
优智托管中心,金信路77号,113.286495,23.18889089,"""教育"""
心乐梦教育,"朱村大街117号（近324国道,朱村牌坊北550米）",113.7084888,23.28987018,"""教育"""
文冲托教,步东商业大厦（大沙东地铁站C口步行490米),113.47686,23.11799944,"""商务大厦"""
小黄帽托托屋,新雅街(合和新城)万和北路1-4号,113.2718696,23.38359656,"""购物"""
天衡优才,康王中路600号城光荟广场南区一楼116号,113.2612342,23.13594264,"""教育"""
文冲托教,步东商业大厦（大沙东地铁站C口步行490米),113.47686,23.11799944,"""商务大厦"""
小黄帽托托屋,新雅街(合和新城)万和北路1-4号,113.2718696,23.38359656,"""购物"""
天衡优才,康王中路600号城光荟广场南区一楼116号,113.2612342,23.13594264,"""教育"""
官湖幼儿托管中心,官湖村官湖路69-2号二楼,113.6470277,23.15120566,"""村庄"""
学敏托辅中心,江平二路22号2楼,113.3577941,23.00377003,"""教育"""
智诚保贝智慧托育,华南碧桂园锦翠苑A区二街26号,113.3667313,23.00688139,"""地产小区"""
全优贝贝保利花城店,保利花城西一街33号,113.3630347,23.30786496,"""门址"""
博雅托管中心,富怡路63号,113.4509911,22.96990602,"""门址"""
同芯拖辅中心,海傍村民委员会,113.4809023,22.94053624,"""NoClass"""
小鹿安迪托育早教中心,鹤洞路267号中海花湾壹号中海花湾天地购物中心F2层,113.2458569,23.0843131,"""教育"""
向阳托管中心,登云大路兴旺街7号111室,113.3599943,23.02686576,"""教育"""
博思特托管（一店）,宏明路99号101铺,113.5627972,23.12670602,"""教育"""
小恐龙学堂,洛浦街珠江花园别墅区琴江街4号,113.3569347,23.04334541,"""教育"""
培越托教中心,广州设计港彩虹座,113.2521701,23.14285823,"""商务大厦"""
华思教育（番禺校区）,兴亚三路与兴岭路交叉路口南侧（运动员村东南侧）,113.4952569,22.95923435,"""地产小区"""
天歆教育,新都里与泮塘路交叉口西120米,113.2482608,23.13577734,"""教育"""
领航托管辅导艺术培训中心,新村北街新塘小学南侧,113.4233333,23.17542943,"""教育"""
佳一辅导,"朱村大街117号（近324国道,朱村牌坊北550米）",113.7068738,23.28862395,"""NoClass"""
亲呀呀精致智慧托育（增城豪园校区）,石滩镇碧桂园豪园翠湖苑四街49号,113.758108,23.21834845,"""地产小区"""
哈喽宝贝(豆豆乐)托育园,海伦堡大道2号海伦堡花园百仁教育城一楼,113.5694241,23.11265607,"""教育"""
童景托育,南洲路珠江御景湾,113.3546229,23.06123771,"""NoClass"""
sunny艺术托管中心,南城路343号喜迎雅静小区一层商铺,113.3738998,22.92884838,"""教育"""
康源馆,太石村简太路233号20号,113.4179621,22.89673403,"""门址"""
喜宝幼儿托育中心（龙珠校区）,龙珠路18号金色华庭首层东面商铺（金信广场入口进入20米）,113.2372387,23.40797679,"""地产小区"""
手拉手学社,竹丝岗大马路11号,113.3246879,23.27680209,"""门址"""
子安托育,光明南路1号青少年宫首层,113.3765205,22.94642028,"""教育"""
爱迪儿托教中心,三角园路与里仁洞村占贤大道交叉口东南100米,113.3625468,23.00166463,"""地产小区"""
阳光小屋托管,祥安大街与德胜路交叉口西南20米,113.3780996,22.99002172,"""NoClass"""
博艺托儿所,东平北路8号,113.3276556,23.26476893,"""门址"""
马溪早教托管中心,花港大道与南岳大街交叉路口南侧,113.1608632,23.36599771,"""商圈"""
雍学托管辅导中心,夏街大道17号,113.8469995,23.29711838,"""门址"""
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁),113.3919194,23.01638738,"""门址"""
阳光小屋托管,祥安大街与德胜路交叉口西南20米,113.3780996,22.99002172,"""NoClass"""
博艺托儿所,东平北路8号,113.3276556,23.26476893,"""门址"""
马溪早教托管中心,花港大道与南岳大街交叉路口南侧,113.1608632,23.36599771,"""商圈"""
雍学托管辅导中心,夏街大道17号,113.8469995,23.29711838,"""门址"""
乐鲸灵婴幼儿成长中心（剑桥郡校区）,雅居乐花园国泰路36号自编1（仁维天药房旁),113.3919194,23.01638738,"""门址"""
卓知托管服务中心,荔景大道1-114号114号,113.8358191,23.30270777,"""教育"""
Kids life孩宝培育托班,江宝路390号,113.2905724,23.0973417,"""购物"""
萌乐园少儿托管中心（荷花路）,桂花路与荷花路交叉口西南50米,113.6269575,23.12723795,"""交叉路口"""
嘉嘉托管,员村三横路18号之一（员村地铁站C口步行470米）,113.3798788,23.13053357,"""教育"""
欣悦优托,商南街与育才街交叉口西南60米,113.2243138,23.38723898,"""教育"""
学业有成,迎宾大道辅路与大华三路交叉口东约60米,113.2111655,23.41067471,"""NoClass"""
广礼学堂（北京路店）,同庆坊17号一楼,113.2828506,23.1289308,"""教育"""
广州乐智之家托管中心,先烈中路105-1号（沙河顶地铁站B口步行320米）,113.3175489,23.15816285,"""教育"""
海青成长中心,新港西路38号,113.2979452,23.10487499,"""门址"""
苌菁藤艺术托管中心,建设横马路2号宸宇大厦602-606室,113.2613985,23.3957658,"""门址"""
津德托管中心,龙溪中路保利九里公园杏霖街6号112室,113.2266085,23.08969074,"""教育"""
金宝贝托管,花都雅居乐锦城花语集346号商铺,113.203564,23.42589762,"""教育"""
祝博士,凤湖四路万科幸福誉南门底商,113.5548655,23.34224798,"""NoClass"""
新星,沐陂西街三号大院西南侧约40米,113.4075492,23.16727789,"""地产小区"""
培蕾阳光教育中心,德政中路130德悦居二楼,113.2882869,23.13313782,"""教育"""
永曜北托管,东濠涌高架路越秀南社区,113.2914736,23.13207343,"""教育"""
优匠学堂,市桥镇丹桂园大街五巷11号（市桥北城小学旁）,113.3700236,22.95844401,"""教育"""
名扬托管,泥紫洪圣涌路五巷4号,113.6536266,23.12780117,"""餐饮"""
一点通托管中心,镇龙村新围友新路7号,113.5895804,23.29288651,"""教育"""
晟睿托管服务中心,南航大道北益群学校西侧约30米,113.2016396,23.48252814,"""教育"""
晋级托管学堂,福今路51号,113.3155124,23.14315821,"""门址"""
文慧教育,心谊路51号,113.2690559,23.18247513,"""教育"""
桐文乐学,菁映路菁品园,113.4315619,23.12384537,"""教育"""
森诺托育园,东乡二街183号,113.294134,23.05403166,"""教育"""
贝尔安亲,东风东路776号外贸大厦B座2楼,113.3163031,23.14345918,"""商务大厦"""
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）,113.3380566,23.21200358,"""村庄"""
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米,113.5683989,23.2010476,"""教育"""
贝尔安亲,东风东路776号外贸大厦B座2楼,113.3163031,23.14345918,"""商务大厦"""
好孩子托管中心,大华二路阳光家园A座,113.2129376,23.40696583,"""道路"""
子悦童行托管·兴趣·辅导,团结路8-11号101室,113.2781648,23.39956253,"""门址"""
育才托管辅导中心,新安路与隔塘新村大街交叉口西南20米,113.5683989,23.2010476,"""教育"""
东泽托管培训中心,寺右中街13号101室,113.3219972,23.13078279,"""门址"""
大拇指托管中心,大石岗东路19号的,113.3204644,23.03587583,"""餐饮"""
桐文乐学,菁映路菁品园,113.4315619,23.12384537,"""教育"""
龙脉托幼生活,沙园大街与沙园二街交叉口西北80米,113.2377576,23.4783235,"""道路"""
疯狂龙博士托辅中心,校园路48号广州市康祥实业有限公司的,113.2396543,23.15973516,"""NoClass"""
素质托管中心,晓园路11号,113.2934701,23.09988515,"""教育"""
大笨象托管中心,官育路棠东毓南路5号,113.3989283,23.13919469,"""教育"""
婴幼儿照护日托,骏新路172号,113.3197479,22.98468963,"""门址"""
童旭托管服务部,白山西街4号（同和地铁站D口步行400米）,113.3380566,23.21200358,"""村庄"""
扶幼堂,宝华路34-6号,113.2283232,23.39901567,"""门址"""
一德托管中心,康乐小区康乐园一街,113.3726813,22.95773681,"""地产小区"""
天天向上辅导托管中心,西约新村大街利源超市旁,113.4227707,23.17408754,"""教育"""
乐臻托管,小洲村西成右五巷1号,113.369747,23.07348913,"""教育"""
南葵向暖托管中心,南城路343号103号铺,113.3742496,22.9285751,"""教育"""
开心托管,荔城街道荔城大道137号,113.83575,23.30288754,"""教育"""
康康托儿所（龙溪西路）,龙溪凤池村262号,113.1966501,23.08148915,"""道路"""
都挺好托育（哈街校区）,桥南街道南郊路162号,113.3807872,22.93974734,"""购物"""
小宝贝幼托,侧斌街与均一东街交叉口东约80米,113.1854106,23.47518351,"""教育"""
星星少儿托管中心,团结路54号,113.3053368,23.15249079,"""门址"""
正牌托管,清水濠9号2层（团一大广场地铁站A口步行450米),113.2909267,23.13126029,"""休闲娱乐"""
亲的时光托育院,朝阳西路77号,113.3198574,23.03556605,"""教育"""
萌芽教育（左边小学店）,环村东路左边小学东南侧,113.3661558,22.97735864,"""教育"""
酷爱学托管,富基路富基广场-一期（市二宫地铁站B口步行490米),113.2860485,23.12117951,"""教育"""
朗星托管,群英大街13号附近,113.2752447,23.16810698,"""门址"""
亲子林教育,天府路口叠翠台D座首层,113.3748271,23.14500089,"""教育"""
都挺好托育（市桥校区）,市桥街清河中路8号,113.3788695,22.94559967,"""门址"""
东乡托幼中心,村四街十七巷一横巷23号之一,113.5984633,22.77388866,"""道路"""
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）,113.4454576,22.96674454,"""门址"""
卓思托育&早教中心,团结村金龙路7号（即恒大一期旁）,113.4454576,22.96674454,"""门址"""
FAMIC放我家（万科尚城2店）,丹水坑路万科尚城A2栋204房,113.5440407,23.1055483,"""地产小区"""
启航,钟村街钟三村一条树路9号,113.3382712,22.98683795,"""村庄"""
佰分托育中心,翠园西八街4号103室,113.3589359,22.99690022,"""门址"""
红太阳托管服务中心,文教西街27号,113.3996966,22.95771838,"""门址"""
田野教育,岗东路2号2层,113.3205654,23.03309072,"""门址"""
好之星托管,钟落潭镇,113.417411,23.39799166,"""乡镇"""
天才优儿（萝岗奥园广场店）,开创大道萝岗奥园广场F1层,113.5104005,23.18761527,"""教育"""
育学教育,元塘路1号,113.3213993,23.03009339,"""教育"""
星火教育,繁华路57-103号金口岸大厦3楼,113.3755359,22.95369284,"""教育"""
同学家托管,雅居乐富春山居,113.4436131,23.19683425,"""地产小区"""
阳光托管（信成南街）,信诚小区信诚街12号201房,113.3454738,23.15121308,"""地产小区"""
小太阳托管辅导中心（北星路）,北星路北星小学-附属幼儿园南侧约50米,113.5996757,23.56824054,"""教育"""
贝贝熊·晋级托管学堂（帝景校区）,龙口西路212号,113.3495682,23.15193296,"""地产小区"""
宜庭托管,盈中路52号(南武小学旁),113.3144428,23.0804562,"""教育"""
佳佳托管,大沙北路大沙东公租房,113.4783818,23.1203847,"""教育"""
精诚托管中心,芳村大道中344-360B2栋401室,113.2696243,23.13468704,"""NoClass"""
易学堂教育,宏明路91号,113.5626595,23.12742635,"""门址"""
佩奇小网红,环市大道西路大涌地铁站D出口旁,113.325154,23.14580876,"""购物"""
奇特小镇婴幼儿日托中心（金山谷店）,东艺路14号之4号,113.3563301,22.98149058,"""教育"""
金贝贝儿童看护点,龙洞东街110号,113.3800406,23.21105902,"""门址"""
学优托管中心,福兴三街福涌小学北侧约50米,113.3471217,22.93293096,"""教育"""
学贤托管,银利街285号,113.3325797,23.18090639,"""门址"""
KPF剑桥成长中心,百顺北路云门云悦2楼北塔L2-6,113.3071598,23.24752932,"""购物"""
启博托管,福南坊新村12巷1号2楼,113.4447266,23.09065968,"""购物"""
一百橙长,金峰城128号,113.4660041,23.18996027,"""地产小区"""
一嘉,西城路144号,113.366327,22.94282496,"""NoClass"""
悦乐成长园,兴华路91号,113.4327187,23.04819565,"""教育"""
喜洋洋托管,五羊北小区（广州市越秀区)寺右新马路寺右北二街五巷1号地02室,113.326112,23.13331027,"""地产小区"""
广东省纺托儿所,工业大道北41-4号3号大院省纺宿舍内,113.268286,23.10856936,"""教育"""
益儿托管,旭景家园A区a9-102室,113.41447,23.14002544,"""教育"""
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号,113.2451924,23.08163416,"""商务大厦"""
益儿托管,旭景家园A区a9-102室,113.41447,23.14002544,"""教育"""
新爱婴国际日托中心（西塱店）,花地大道中四季花园南门雨菊街15—17号四季中心三楼303号,113.2451924,23.08163416,"""商务大厦"""
博美少儿托管中心,如意路广州市番禺区洛浦中心小学东北侧约30米,113.3237018,23.04838856,"""教育"""
安心托管,五羊北小区（7号门),113.3265877,23.13355916,"""NoClass"""
翱飞教育,大涌口大路兴贤小学西南侧约180米,113.3654977,22.91129097,"""教育"""
五六点智慧托管（亚运城校区）,亚运大道1290号9栋103铺,113.4892178,22.95769613,"""教育"""
龙胜教育托管中心,田心校前街联和小学东侧约50米,113.611284,23.17533201,"""村庄"""
优越托管辅导中心,龙井路9号,113.6102497,23.55571771,"""教育"""
小布丁托管辅导中心,荔城大道洋溪村洋溪路东五巷4号,113.8196318,23.30891993,"""教育"""
有家学堂学习共享空间（盈溪路店）,盈溪路149号3楼413-415室,113.4330666,23.12523244,"""门址"""
明爱托管辅导中心,锦绣花园北区一座4号铺,113.3225615,22.98351988,"""地产小区"""
赤岗托儿所,赤岗东约539号（宝佳商场对面),113.3208844,23.11081965,"""乡镇"""
彩虹屋幼儿班,新村北街茶园岗综合市场东南侧,113.3561066,22.97647636,"""道路"""
蓝精灵托管中心,夏园小学西南门西北50米,113.5296533,23.09401868,"""教育"""
同步堂托管中心,谢村环村南路64号附近,113.3241279,22.99294925,"""教育"""
智多星托管,G9411广隆苑底商,113.5555392,22.79222592,"""地产小区"""
升启教育,小洲村艺术大楼北楼4楼,113.3691702,23.07194507,"""教育"""
才智社辅导托管中心,茅岗路茅岗小学南侧约70米,113.4500542,23.12268565,"""教育"""
君轩托教中心,光明南路97号,113.3758763,22.94929665,"""教育"""
韵乐生活馆（先锋店）,光明南路111号,113.3757262,22.94956347,"""购物"""
方源教育,紫山大街32号江南新村第二小学东北门对面,113.2807984,23.10773387,"""门址"""
书童之家,荷光路38号棠新住宅小区3栋1楼,113.3869489,23.14443616,"""地产小区"""
早教托管,大石江丽九街,113.6326907,23.29990586,"""教育"""
小东家托管综合服务中心,郭地大街一巷松苑,113.3933187,22.95729016,"""教育"""
乐懿教育托管班,石榴岗路信步闲庭信步中街35号之二,113.3474785,23.09991424,"""教育"""
祝博士,藤业一路富力·金街,113.2099159,23.17075151,"""教育"""
阳阳教育托管中心,塘园中路60号,113.8465507,23.31176075,"""门址"""
兴安托管所,新村西路1号楼,113.5980577,23.56202827,"""教育"""
小叮当托管中心,康乐小区康乐园一街二座,113.3732661,22.95679872,"""楼号"""
爱尚教育招生办,东晓南路1433号（南洲地铁站D口步行300米),113.3109567,23.07968596,"""教育"""
极客托管,新时代大厦,113.2958934,23.14505484,"""商务大厦"""
童星俊华幼儿教育（海珠五凤园区）,东晓南路630号二楼,113.3025321,23.09256261,"""门址"""
一心教育,解放北路金桂园C6-104A,113.2773853,23.16400972,"""教育"""
智慧树托管中心,五羊新城E18栋地03（五羊邨地铁站A口步行470米）,113.3261935,23.127924,"""餐饮"""
豌豆园托管,西华路大兴街16号106室,113.2654648,23.14401139,"""门址"""
哆来咪课后托管,增南路与海南南边街交叉口东180米,113.2336318,23.06475262,"""教育"""
小时光托管辅导,章陂村可园新街六巷14号,113.6263364,23.16978489,"""教育"""
小状元托管辅导中心,万安村北斗小学对面,113.3595106,22.88726816,"""教育"""
朝阳托教中心,犀牛路犀牛尾村69号永建大厦一楼（区庄地铁站B2口旁）,113.3085168,23.14798647,"""地产小区"""
小太阳托管中心,大罗村中约前街4号大罗小学正对面,113.3630616,22.97205371,"""教育"""
龙博士小禾苗双语日托,石壁街屏山东路56号之101-201室,113.3028998,22.97556564,"""餐饮"""
文慧辅导班（海北店）,东联路13号,113.2124642,23.08582335,"""购物"""
康恩托管教育中心,光孝路与中山六路交叉口东北100米,113.2628078,23.14481992,"""教育"""
斯宇托管,丹桂园大街与丹桂园大街一巷交叉口西北60米,113.3703925,22.95876791,"""交叉路口"""
宇曦托管,农林下路78号之二110房（区庄地铁站C口旁),113.308517,23.14798613,"""村庄"""
蓝房子托管,光明南路51-53号,113.376386,22.94806977,"""教育"""
七彩缤纷托幼中心,石塘石一街18号,113.4454011,23.13903675,"""购物"""
小状元,富豪山庄小学北门西南110米,113.3597841,22.98476344,"""餐饮"""
宝贝加油站（有家托管中心）,下塘西路48-52号附近,113.288783,23.15667752,"""教育"""
心智成长托管,友爱路9号之102室,113.3038055,23.15297294,"""教育"""
乐苑教育,赤岗恒信路149号,113.3452383,23.10576109,"""教育"""
天衡幼儿学苑,龙口西路212号2楼君易艺术中心,113.3493493,23.14961263,"""教育"""
小太阳,兴泰大街与兴泰路交叉口西南160米,113.3917621,22.94362845,"""NoClass"""
正耕学星,陶庄路3号之5首层（天平架地铁站B口步行390米）,113.3343396,23.1735009,"""商圈"""
倍优加托管中心,荔城街庆丰村洋溪村路7号,113.8199142,23.30879884,"""村庄"""
厦滘托幼,沙滘中路1巷11号3层,113.3309924,23.0526839,"""教育"""
乐学托管中心,笔村中南坊街41号(东区小学正对面),113.5339058,23.12754532,"""教育"""
小叮当托管中心,经述路京兆小学东南门东侧约40米,113.3504291,22.91784142,"""教育"""
几何马奇教育马奇熊智慧托管,天河北路侨林街51号侨林苑1期A栋首层,113.3429762,23.15483285,"""教育"""
梦想之家,福和小学路口,113.6457448,23.36936086,"""教育"""
天旭小可爱保育园,汇侨新城汇侨路14号首层101室,113.2702791,23.21077577,"""地产小区"""
山今早托萌学园,石围塘街道龙湾路2号首层110铺,113.2396123,23.11393442,"""门址"""
天旭小可爱保育园,汇侨新城汇侨路14号首层101室,113.2702791,23.21077577,"""地产小区"""
山今早托萌学园,石围塘街道龙湾路2号首层110铺,113.2396123,23.11393442,"""门址"""
优立思文化成长中心,前进街桃园路1号,113.2671883,23.11734692,"""教育"""
佑升辅导,中山六路惠吉东路17号1楼,113.2725667,23.13855237,"""教育"""
棉村托儿所,海南棉村181号,113.2299388,23.07023646,"""教育"""
五六点智慧托管,沙太南路鸿辉高级写字楼2楼201-204室,113.3444316,23.18322434,"""商务大厦"""
宝园教育,贤藏街67号1层,113.2763088,23.13612152,"""教育"""
童心托管辅导中心,水荫四横路65号101室,113.3218441,23.14935277,"""地产小区"""
童话镇,三堂路南阳里小学（第二校区)东北侧,113.3732936,22.94701402,"""教育"""
壹佰度教育,中海花湾壹号D区北门旁,113.2539826,23.08195665,"""教育"""
蓓蕾教育咨询部,马岗大街石化小学东北侧约40米,113.4891913,23.11615567,"""教育"""
贝贝加国际保育园,金碧世纪花园会所4楼,113.4413805,23.12469902,"""教育"""
鸿学堂,江海街艺苑南路244号金影花园南门,113.3337524,23.10352031,"""NoClass"""
晓远托辅中心,桥南路南郊村顺宁路8号,113.3808572,22.94019902,"""村庄"""
荟俊托管辅导中心,桥南路一巷10号,113.3822083,22.9384568,"""教育"""
德宝教育（华阳校区）,信成小区6号,113.3454738,23.15121308,"""地产小区"""
南箕托儿所,南箕中约大街14号,113.4859196,23.11929365,"""门址"""
祝博士（金沙洲沙凤校区）,汇瑞街68号二楼,113.2099159,23.17075151,"""教育"""
大拇指托管中心（经述路）,经述路与岗心路交叉口东20米,113.3504654,22.91704913,"""汽车服务"""
睿庭教育托辅中心,桥南街南庭路266号,113.3776519,22.93649204,"""教育"""
无忧托管辅导中心,东涌路90号二楼,113.3799963,22.9471614,"""教育"""
优智嘉教育,东涌路92号1楼,113.3800289,22.94723603,"""教育"""
精准托管所,员村街道员村西街4号大院(侨颖苑)2层104室,113.3718886,23.13103594,"""地产小区"""
金智慧素质成长中心（金港湾购物广场店）,大龙街城区大道283号金港湾购物广场F2层,113.4190461,22.94982179,"""教育"""
